text,Author
"['that', 'demands', 'the\nbroadest', 'culture,', 'and', 'they', 'have', 'not', 'even', 'the', 'narrowest.', 'The', 'lawyer', 'may\nsee', 'no', 'deeper', 'than', 'his', 'law-books,', 'and', 'the', 'chemist', 'see', 'no', 'further']",(AKARalphIron)OliveSchreiner
"['ladder', 'and', 'stand', 'at', 'the', 'bottom.”\n\n“There’s', 'one', 'would', 'be', 'sorry', 'if', 'you', 'were', 'to', 'fall,”', 'said', 'the', 'Hottentot\nmaid,', 'leering', 'at', 'Bonaparte’s', 'pipe,', 'that', 'lay', 'on']",(AKARalphIron)OliveSchreiner
"['under', 'herd', 'had', 'been\nsighted', 'by', 'the', 'thousands,', 'and', 'before', 'the', 'camp', 'was', 'made', 'snug,', 'a\nconveyance', 'drove', 'up', 'and', 'Forrest', 'and', 'Don', 'Lovell', 'alighted.\n\n""Well,', 'Bob,', ""you're""]",AndyAdams
"['I', 'wandered', 'alone\nin', 'the', 'land', 'of', 'night;', 'have', 'I', 'resisted', 'temptation;', 'have', 'I', 'dwelt', 'where', 'the\nvoice', 'of', 'my', 'kind', 'is', 'never', 'heard,', 'and', 'laboured', 'alone,']",(AKARalphIron)OliveSchreiner
"['gift.\n\nTheir', 'next', 'meeting', 'had', 'prolonged', 'and', 'deepened', 'the', 'impression.', 'They', 'had\nfound', 'each', 'other', 'again,', 'a', 'few', 'days', 'later,', 'in', 'an', 'old', 'country', 'house', 'full\nof', 'books']",EdithWharton
"['his', 'weight', 'in', 'wildcats--he', 'knew', 'he', 'was', 'master\nof', 'his', 'own', 'feelings,', 'and', 'could', 'now', 'write', 'a', 'letter', 'that', 'would', 'bring', 'this\nlitigation', 'to', '_an', 'issue._\n\nCumming,', 'January']",MarkTwain
"['by', 'his', 'winter-worn', 'locks,', 'and', 'trample', 'on', 'his', 'veneration,', 'and', 'deliver\nhim', 'over', 'to', 'the', 'cold', 'charity', 'of', 'combat,', 'and', 'blot', 'him', 'out', 'with', 'his', 'own\nlighted']",MarkTwain
"['born', 'a', 'woman', 'that', 'he', 'would', 'have', 'been\ncontented', 'to', 'give', 'small', 'tea-parties', 'and', 'talk', 'small', 'scandal?', 'He', 'would\nhave', 'risen;', 'but', 'the', 'world', 'would', 'not', 'have']",(AKARalphIron)OliveSchreiner
"['out', 'his', 'hand.\n\n“How', 'do', 'you', 'do,', 'Miss', 'Viner?”\n\nShe', 'answered:', '“How', 'do', 'you', 'do?”', 'in', 'a', 'voice', 'that', 'sounded', 'clear', 'and\nnatural;', 'and', 'the', 'next', 'moment', 'he']",EdithWharton
"['horizons.', 'The', 'line-camp', 'was', 'abandoned,', 'the\ncattle', 'were', 'scattered', 'over', 'the', 'entire', 'valley,', 'and', 'the', 'instincts', 'to\ngarden', 'were', 'given', 'free', 'rein.', 'The', 'building', 'of', 'two', 'additional']",AndyAdams
"['trees', 'lash', 'their', 'tops', 'together', 'to', 'bid', 'the', 'welcome', 'visitor', 'a', 'happy\nmuse.', 'Elfonzo,', 'during', 'his', 'short', 'stay', 'in', 'the', 'country,', 'had', 'fully', 'persuaded\nhimself', 'that', 'it']",MarkTwain
"['him;', 'but', 'he', 'put', 'his', 'head', 'over', 'the', 'half-door', 'of', 'your\ncabin', 'and', 'frightened', 'him', 'horribly.', 'He', 'was', 'there,', 'busy', 'stealing', 'your\nthings.', 'Perhaps', 'he', 'will', 'leave']",(AKARalphIron)OliveSchreiner
"['was', 'not', 'eager', 'to', 'define', 'it.', 'She', 'had', 'an', 'extraordinary', 'sensitiveness\nto', 'the', 'impalpable', 'elements', 'of', 'happiness,', 'and', 'as', 'she', 'walked', 'at', 'Darrow’s\nside', 'her', 'imagination', 'flew']",EdithWharton
"['Elfonzo', 'was', 'immediately\nurged', 'by', 'the', 'recollection', 'of', 'his', ""father's"", 'family', 'to', 'keep', 'moving.\n\nMcClintock', 'has', 'a', 'fine', 'gift', 'in', 'the', 'matter', 'of', 'surprises;', 'but', 'as', 'a']",MarkTwain
"['had', 'bought', 'with', 'the', 'other\npound;', 'but', 'he', 'would', 'not.\n\n“I', 'found', 'out', 'afterward', 'he', 'was', 'only', 'giving', 'me', 'half', 'as', 'much', 'as', 'he', 'gave', 'to\nthe', 'others--that']",(AKARalphIron)OliveSchreiner
"['to\ncattle', 'under', 'herd.""\n\nAll', 'horses', 'were', 'to', 'be', 'left', 'at', 'the', 'new', 'ranch', 'for', 'the', 'winter.', 'Dell\nvolunteered', 'to', 'accompany', 'their', 'guest', 'to', 'the', 'railroad', 'and', 'bring']",AndyAdams
"['handed', 'to', 'the', 'minister', 'as', 'he\nentered', 'the', 'pulpit.', 'They', 'were', 'merely', 'intended', 'as', 'suggestions,', 'and', 'so', 'the\nfriends', 'were', 'filled', 'with', 'consternation', 'when', 'the', 'minister', 'stood']",MarkTwain
"['I', 'turned', 'pale', 'at', 'that,', 'for', 'I', 'have', 'made', 'many', 'jokes\nto', 'pass', 'the', 'weary', 'time,', 'and', 'some', 'of', 'them', 'could', 'have', 'been', 'of', 'that', 'sort,\nthough']",MarkTwain
"['there', 'are', 'some', 'who', 'are', 'not', 'friendly', 'to', 'me.\n\nWith', 'this', 'explanation', 'of', 'my', 'motives,', 'I', 'will', 'now', 'ask', 'you', 'of', 'your', 'courtesy\nto', 'make', 'an', 'appeal']",MarkTwain
"['little', 'warning.', 'Near', 'the', 'middle', 'of', 'the', 'following', 'afternoon,\na', 'noticeable', 'lull', 'in', 'the', 'wind', 'occurred,', 'followed', 'by', 'a', 'leaden', 'horizon', 'on\nthe', 'west', 'and', 'north.', 'The']",AndyAdams
"['to', 'seem', 'always', 'wicked?\n\nWe', 'do', 'not', 'yet', 'know', 'that', 'in', 'the', 'soul’s', 'search', 'for', 'truth', 'the', 'bitterness\nlies', 'here,', 'the', 'striving', 'cannot', 'always', 'hide', 'itself', 'among']",(AKARalphIron)OliveSchreiner
"['to', 'abandon', 'all', 'the\nendearments', 'and', 'blandishments', 'of', 'home,', 'to', 'act', 'a', 'villainous', 'part,', 'and\nprove', 'a', 'traitor', 'in', 'the', 'revolution', 'of', 'his', 'mission,', 'and', 'then', 'turn']",MarkTwain
"['had', 'supposed', 'the', 'sense', 'of', 'honour', 'was', 'her\ndeepest', 'sentiment:', 'if', 'she', 'had', 'smiled', 'at', 'the', 'conventions', 'of', 'others', 'it', 'was\nbecause', 'they', 'were', 'too', 'trivial,', 'not']",EdithWharton
"['do\nnot', 'be', 'disturbed.', 'Whatever', 'the', 'consequences,', 'I', 'forgive', 'you.', 'I', 'know,', 'I\nbelieve,', 'it', 'was', 'with', 'no', 'ill-intent', 'that', 'you', 'allowed', 'me', 'to', 'go', 'out.', 'Give\nme']",(AKARalphIron)OliveSchreiner
"['of', 'Tant', 'Sannie', 'was', 'heard.\n\n“You', 'child,', 'of', 'the', 'child,', 'of', 'the', 'child', 'of', 'a', 'Kaffer’s', 'dog,', 'come', 'here!”\n\nThe', 'German', 'looked', 'up.', 'He', 'thought', 'the', 'Dutchwoman,']",(AKARalphIron)OliveSchreiner
"['were', 'advised', 'to', 'file', 'their', 'order', 'for\ncorn,', 'and', 'to', 'advance', 'a', 'liberal', 'payment', 'to', 'insure', 'attention.', 'All', 'details\nof', 'the', 'ranch', 'seemed', 'well', 'in', 'hand,', 'the']",AndyAdams
"['felt', 'the', 'desire\nto', 'right', 'so', 'clumsy', 'an', 'injustice.\n\nWhen', 'he', 'returned', 'to', 'the', 'box', 'she', 'was', 'still', 'standing', 'in', 'the', 'doorway,\nand', 'he', 'noticed', 'that', 'his', 'were']",EdithWharton
"['never', 'known', 'how', 'to', 'reveal', 'herself', 'to\nDarrow.\n\nAs', 'the', 'courtship', 'progressed,', 'and', 'they', 'grew', 'more', 'confidential,', 'her\nsuitor', 'surprised', 'and', 'delighted', 'her', 'by', 'little', 'explosions', 'of', 'revolutionary\nsentiment.']",EdithWharton
"['little\nGerman', 'village,', 'where,', 'fifty', 'years', 'before,', 'a', 'little', 'German', 'boy', 'had\nplayed', 'at', 'snowballs,', 'and', 'had', 'carried', 'home', 'the', 'knitted', 'stockings', 'of', 'a\nlittle', 'girl', 'who', 'afterward']",(AKARalphIron)OliveSchreiner
"['of', 'men.\n\n“‘Who', 'are', 'you?’', 'asked', 'the', 'hunter.\n\n“‘I', 'am', 'Wisdom,’', 'answered', 'the', 'old', 'man;', '‘but', 'some', 'men', 'call', 'me', 'Knowledge.\nAll', 'my', 'life', 'I', 'have', 'grown', 'in']",(AKARalphIron)OliveSchreiner
"['of', 'panting', 'wonder,', 'as', 'though', 'it', 'had\nbeen', 'a', 'storm', 'or', 'some', 'other', 'natural', 'cataclysm.', 'She', 'had', 'no', 'literary', 'or\nhistoric', 'associations', 'to', 'which', 'to', 'attach', 'her']",EdithWharton
"['and', 'crossed\nthe', 'Beaver.\n\n""I\'m', 'corporal', 'here', 'to-day,""', 'said', 'Straw', 'to', 'the', 'two', 'foremen,', 'who', 'arrived\ntogether', 'in', 'advance.', '""On', 'this', 'water,', ""I'm"", 'the', 'squatter', ""that'll"", 'rob', 'you\nright.']",AndyAdams
"['one,', 'or', 'listening', 'for', 'an', 'approaching', 'sound,\nas', 'letting', 'the', 'whole', 'aspect', 'of', 'the', 'place', 'sink', 'into', 'her', 'while', 'she', 'held\nherself', 'open', 'to', 'its', 'influence.', 'Yet']",EdithWharton
"['been', 'upon', 'the', 'purse,', 'and\nSally', 'had', 'seldom', 'known', 'what', 'it', 'was', 'to', 'be', 'privileged', 'to', 'squander', 'a', 'dime\non', 'non-necessities.\n\n“Thir-ty', 'thousand', 'dollars!”', 'the', 'song', 'went', 'on']",MarkTwain
"['eyes', 'and', 'wrinkled', 'her', 'low', 'forehead.\n\n“Where', 'will', 'you', 'find', 'them,', 'Lyndall?', 'The', 'stones', 'are', 'only', 'crystals', 'that', 'we\npicked', 'up', 'yesterday.', 'Old', 'Otto', 'says', 'so.”\n\n“And', 'you']",(AKARalphIron)OliveSchreiner
"[""That's"", 'the', 'way', ""I've"", 'got', 'you', 'sized', 'up--die', 'rather', 'than', 'show\nthe', 'white', 'feather.', 'Come', 'on,', 'Dell;', ""we're"", 'sleeping', 'in', 'the', 'summer.""\n\n\n\n\nCHAPTER', 'IX\n\nA', 'WINTRY', 'CRUCIBLE\n\n\nThe', 'dreaded']",AndyAdams
"['a', 'praying', 'German,', 'are', 'you', 'deaf?”\n\nTant', 'Sannie', 'stood', 'before', 'the', 'steps', 'of', 'the', 'kitchen;', 'upon', 'them', 'sat', 'the\nlean', 'Hottentot,', 'upon', 'the', 'highest', 'stood', 'Bonaparte', 'Blenkins,']",(AKARalphIron)OliveSchreiner
"['her.', 'It', 'was', 'a', 'word', 'from', 'Darrow--“May', 'I', 'see', 'you?”--and', 'she', 'said\nat', 'once,', 'in', 'a', 'voice', 'that', 'sounded', 'thin', 'and', 'empty:', '“Ask', 'Mr.', 'Darrow', 'to']",EdithWharton
"['not', 'care.', 'Let', 'it', 'boil', 'about.', 'Why', 'should', 'we\ntrouble', 'ourselves?', 'Nevertheless', 'the', 'physical', 'sensations', 'are', 'real.\nHunger', 'hurts,', 'and', 'thirst,', 'therefore', 'we', 'eat', 'and', 'drink:', 'inaction']",(AKARalphIron)OliveSchreiner
