text,Author
"['if', 'she', ""didn't"", 'say\nso', 'too.\n\n""You', ""can't"", 'argufy', 'with', 'jealous', 'people,', 'and', 'you', ""can't"", 'shame', ""'em."", '', 'When', 'I\ntold', 'my', 'missis', 'once', 'that', 'I', 'should', 'never']",W.W.Jacobs
"['dream', 'of', 'being', 'jealous', 'of', 'her,\ninstead', 'of', 'up', 'and', 'thanking', 'me', 'for', 'it,', 'she', 'spoilt', 'the', 'best', 'frying-pan', 'we\never', 'had.', '', 'When', 'the', 'widder-woman', 'next-door']",W.W.Jacobs
"['but', 'two', 'and', 'me', ""'ad"", 'rheumatics\nat', 'the', 'same', 'time,', 'she', 'went', 'and', 'asked', 'the', 'doctor', 'whether', 'it', 'was', 'catching.\n\n""The', 'worse', 'trouble', ""o'"", 'that', 'kind', 'I']",W.W.Jacobs
"['ever', 'got', 'into', 'was', 'all', 'through', 'trying', 'to\ndo', 'somebody', 'else', 'a', 'kindness.', '', 'I', 'went', 'out', ""o'"", 'my', 'way', 'to', 'do', 'it;', 'I', 'wasted', 'the\nwhole']",W.W.Jacobs
"['evening', 'for', 'the', 'sake', 'of', 'other', 'people,', 'and', 'got', 'into', 'such', 'trouble\nover', 'it', 'that', 'even', 'now', 'it', 'gives', 'me', 'the', 'cold', 'shivers', 'to', 'think', 'of.\n\n""Cap\'n']",W.W.Jacobs
"['Tarbell', 'was', 'the', 'man', 'I', 'tried', 'to', 'do', 'a', 'good', 'turn', 'to;', 'a', 'man', 'what', 'used\nto', 'be', 'master', 'of', 'a', 'ketch', 'called', 'the', '<i>Lizzie', 'and']",W.W.Jacobs
"['Annie,</i>', 'trading', ""between\n'ere"", 'and', 'Shoremouth.', '', ""'Artful"", ""Jack'"", 'he', 'used', 'to', 'be', 'called,', 'and', 'if', 'ever', 'a\nman', 'deserved', 'the', 'name,', 'he', 'did.', '', 'A', 'widder-man']",W.W.Jacobs
"['of', 'about', 'fifty,', 'and', 'as', 'silly\nas', 'a', 'boy', 'of', 'fifteen.', '', 'He', ""'ad"", 'been', 'talking', 'of', 'getting', 'married', 'agin', 'for\nover', 'ten', 'years,', 'and,', 'thinking', 'it']",W.W.Jacobs
"['was', 'only', 'talk,', 'I', ""didn't"", 'give', ""'im"", 'any\ngood', 'advice.', '', 'Then', 'he', 'told', 'me', 'one', 'night', 'that', ""'e"", 'was', 'keeping', 'company', 'with\na', 'woman', 'named', 'Lamb,']",W.W.Jacobs
"['who', 'lived', 'at', 'a', 'place', 'near', 'Shoremouth.', '', 'When', 'I', ""asked\n'im"", 'what', 'she', 'looked', 'like,', 'he', 'said', 'that', 'she', 'had', 'a', 'good', ""'art,"", 'and,', 'knowing\nwot']",W.W.Jacobs
"['that', 'meant,', 'I', ""wasn't"", 'at', 'all', 'surprised', 'when', 'he', 'told', 'me', 'some', 'time', 'arter\nthat', ""'e"", 'had', 'been', 'a', 'silly', 'fool.\n\n""\'Well,', 'if', ""she's"", 'got', 'a', 'good']",W.W.Jacobs
"[""'art,'"", 'I', 'ses,', ""'p'r'aps"", ""she'll"", 'let', 'you', 'go.\'\n\n""\'Talk', ""sense,'"", 'he', 'ses.', '', ""'It"", ""ain't"", 'good', 'enough', 'for', 'that.', '', 'Why,', 'she\nworships', 'the', 'ground', 'I', 'tread']",W.W.Jacobs
"['on.', '', 'She', 'thinks', 'there', 'is', 'nobody', 'like', 'me', 'in\nthe', 'whole', 'wide', 'world.\'\n\n""\'Let\'s', ""'ope"", ""she'll"", 'think', 'so', 'arter', ""you're"", ""married,'"", 'I', 'ses,', 'trying', 'to\ncheer', 'him']",W.W.Jacobs
"['up.\n\n""\'I\'m', 'not', 'going', 'to', 'get', ""married,'"", 'he', 'ses.', '', ""'Leastways,"", 'not', 'to', ""'er."", '', ""But\n'ow"", 'to', 'get', 'out', 'of', 'it', 'without', 'breaking', 'her', ""'art"", 'and']",W.W.Jacobs
"['being', 'had', 'up', 'for\nbreach', ""o'"", 'promise', 'I', ""can't"", 'think.', '', 'And', 'if', 'the', 'other', 'one', 'got', 'to', ""'ear"", 'of', 'it,\nI', 'should', 'lose', 'her', 'too.\'\n\n""\'Other', ""one?'""]",W.W.Jacobs
"['I', 'ses,', ""'wot"", 'other', 'one?\'\n\n""Cap\'n', 'Tarbell', 'shook', 'his', ""'ead"", 'and', 'smiled', 'like', 'a', 'silly', 'gal.\n\n""\'She', 'fell', 'in', 'love', 'with', 'me', 'on', 'top', 'of', 'a', 'bus']",W.W.Jacobs
"['in', 'the', 'Mile', 'End', ""Road,'"", 'he', ""ses.\n'Love"", 'at', 'fust', 'sight', 'it', 'was.', '', ""She's"", 'a', 'widder', 'lady', 'with', 'a', 'nice', 'little', ""'ouse\nat"", 'Bow,', 'and', 'plenty']",W.W.Jacobs
"['to', 'live', 'on-her', ""'usband"", 'having', 'been', 'a', 'builder.', '', 'I', ""don't\nknow"", 'what', 'to', 'do.', '', 'You', 'see,', 'if', 'I', 'married', 'both', 'of', ""'em"", ""it's"", 'sure']",W.W.Jacobs
"['to', 'be', 'found\nout', 'sooner', 'or', 'later.\'\n\n""\'You\'ll', 'be', 'found', 'out', 'as', 'it', ""is,'"", 'I', 'ses,', ""'if"", 'you', ""ain't"", 'careful.', '', ""I'm\nsurprised"", 'at', 'you.\'\n\n""\'Yes,\'', 'he', 'ses,', 'getting']",W.W.Jacobs
"['up', 'and', 'walking', 'backwards', 'and', ""forwards;\n'especially"", 'as', 'Mrs.', 'Plimmer', 'is', 'always', 'talking', 'about', 'coming', 'down', 'to', 'see\nthe', 'ship.', '', 'One', 'thing', 'is,', 'the', 'crew', ""won't""]",W.W.Jacobs
"['give', 'me', 'away;', ""they've"", 'been', 'with\nme', 'too', 'long', 'for', 'that.', '', ""P'r'aps"", 'you', 'could', 'give', 'me', 'a', 'little', 'advice,', 'Bill.\'\n\n""I', 'did.', '', 'I', 'talked', 'to']",W.W.Jacobs
"['that', 'man', 'for', 'an', 'hour', 'and', ""a'arf,"", 'and', 'when', 'I', ""'ad\nfinished"", 'he', 'said', 'he', ""didn't"", 'want', 'that', 'kind', 'of', 'advice', 'at', 'all.', '', 'Wot', ""'e\nwanted""]",W.W.Jacobs
"['was', 'for', 'me', 'to', 'tell', ""'im"", ""'ow"", 'to', 'get', 'rid', 'of', 'Miss', 'Lamb', 'and', 'marry', 'Mrs.\nPlimmer', 'without', 'anybody', 'being', 'offended', 'or', 'having', 'their', 'feelings', 'hurt.\n\n""Mrs.']",W.W.Jacobs
"['Plimmer', 'came', 'down', 'to', 'the', 'ship', 'the', 'very', 'next', 'evening.', '', 'Fine-looking\nwoman', 'she', 'was,', 'and,', 'wot', 'with', ""'er"", 'watch', 'and', 'chain', 'and', ""di'mond"", 'rings', 'and\nbrooches']",W.W.Jacobs
"['and', 'such-like,', 'I', 'should', 'think', 'she', 'must', ""'ave"", ""'ad"", 'five', 'or', ""six\npounds'"", 'worth', 'of', ""jewell'ry"", 'on', ""'er."", '', 'She', 'gave', 'me', 'a', 'very', 'pleasant', 'smile,\nand']",W.W.Jacobs
"['I', 'gave', ""'er"", 'one', 'back,', 'and', 'we', 'stood', 'chatting', 'there', 'like', 'old', 'friends\ntill', 'at', 'last', 'she', 'tore', ""'erself"", 'away', 'and', 'went', 'on', 'board', 'the', 'ship.\n\n""She']",W.W.Jacobs
"['came', 'off', 'by', 'and', 'by', 'hanging', 'on', ""Cap'n"", ""Tarbell's"", 'arm.', '', 'The', ""cap'n"", 'was\ndressed', 'up', 'in', ""'is"", 'Sunday', 'clothes,', 'with', 'one', 'of', 'the', 'cleanest', 'collars']",W.W.Jacobs
"['on', ""I\n'ave"", 'ever', 'seen', 'in', 'my', 'life,', 'and', 'smoking', 'a', 'cigar', 'that', 'smelt', 'like', 'an', 'escape\nof', 'gas.', '', 'He', 'came', 'back', 'alone', 'at', ""ha'past"", 'eleven']",W.W.Jacobs
"['that', 'night,', 'and', ""'e"", 'told', 'me\nthat', 'if', 'it', ""wasn't"", 'for', 'the', 'other', 'one', 'down', 'Shoremouth', 'way', 'he', 'should', 'be', ""the\n'appiest"", 'man', 'on', 'earth.\n\n""\'Mrs.', ""Plimmer's"", 'only']",W.W.Jacobs
"['got', 'one', ""fault,'"", 'he', 'ses,', 'shaking', 'his', ""'cad,"", ""'and\nthat's"", 'jealousy.', '', 'If', 'she', 'got', 'to', 'know', 'of', 'Laura', 'Lamb,', 'it', 'would', 'be', 'all', 'U.P.\nIt', 'makes']",W.W.Jacobs
"['me', 'go', 'cold', 'all', 'over', 'when', 'I', 'think', 'of', 'it.', '', 'The', 'only', 'thing', 'is', 'to\nget', 'married', 'as', 'quick', 'as', 'I', 'can;', 'then', 'she', ""can't""]",W.W.Jacobs
"['help', '\'erself.\'\n\n""\'It', ""wouldn't"", 'prevent', 'the', 'other', 'one', 'making', 'a', 'fuss,', ""though,'"", 'I', 'ses.\n\n""\'No,\'', 'he', 'ses,', 'very', 'thoughtfully,', ""'it"", ""wouldn't."", '', 'I', 'shall', ""'ave"", 'to', 'do\nsomething']",W.W.Jacobs
"['there,', 'but', 'wot,', 'I', ""don't"", 'know.\'\n\n""He', 'climbed', 'on', 'board', 'like', 'a', 'man', 'with', 'a', 'load', 'on', 'his', 'mind,', 'and', 'arter', 'a', 'look\nat', 'the', 'sky', 'went']",W.W.Jacobs
"['below', 'and', 'forgot', 'both', ""'is"", 'troubles', 'in', 'sleep.\n\n""Mrs.', 'Plimmer', 'came', 'down', 'to', 'the', 'wharf', 'every', 'time', 'the', 'ship', 'was', 'up,', 'arter\nthat.', '', 'Sometimes', ""she'd"", 'spend']",W.W.Jacobs
"['the', 'evening', 'aboard,', 'and', 'sometimes', ""they'd"", 'go\noff', 'and', 'spend', 'it', 'somewhere', 'else.', '', 'She', ""'ad"", 'a', 'fancy', 'for', 'the', 'cabin,', 'I', 'think,\nand', 'the', ""cap'n"", 'told']",W.W.Jacobs
"['me', 'that', 'she', ""'ad"", 'said', 'when', 'they', 'were', 'married', 'she', 'was\ngoing', 'to', 'sail', 'with', ""'im"", 'sometimes.\n\n""\'But', 'it', ""ain't"", 'for', 'six', 'months', ""yet,'"", 'he', 'ses,', ""'and""]",W.W.Jacobs
"['a', 'lot', ""o'"", 'things', ""might\n'appen"", 'to', 'the', 'other', 'one', 'in', 'that', 'time,', 'with', 'luck.\'\n\n""It', 'was', 'just', 'about', 'a', 'month', 'arter', 'that', 'that', ""'e"", 'came', 'to']",W.W.Jacobs
"['me', 'one', 'evening\ntrembling', 'all', 'over.', '', 'I', ""'ad"", 'just', 'come', 'on', 'dooty,', 'and', 'afore', 'I', 'could', 'ask', ""'im\nwot"", 'was', 'the', 'matter', 'he', ""'ad"", 'got', 'me']",W.W.Jacobs
"['in', 'the', ""'Bull's"", ""Head'"", 'and', 'stood', 'me', ""three\n'arf-pints,"", 'one', 'arter', 'the', 'other.\n\n""\'I\'m', ""ruined,'"", 'he', 'ses', 'in', 'a', ""'usky"", 'whisper;', ""'I'm"", 'done', 'for.', '', 'Why', 'was']",W.W.Jacobs
"['wimmen\nmade?', '', 'Wot', 'good', 'are', 'they?', '', 'Fancy', ""'ow"", 'bright', 'and', ""'appy"", 'we', 'should', 'all', 'be\nwithout', '\'em.\'\n\n""\'I', 'started', 'to', ""p'int"", 'out', 'one', 'or', 'two', 'things']",W.W.Jacobs
"['to', ""'im"", 'that', 'he', 'seemed', 'to', ""'ave\nforgot,"", 'but', ""'e"", ""wouldn't"", 'listen.', '', 'He', 'was', 'so', 'excited', 'that', 'he', ""didn't"", 'seem', 'to\nknow', 'wot', ""'e"", 'was', 'doing,']",W.W.Jacobs
"['and', 'arter', 'he', ""'ad"", 'got', 'three', 'more', ""'arf-pints"", 'waiting\nfor', 'me,', 'all', 'in', 'a', 'row', 'on', 'the', 'counter,', 'I', ""'ad"", 'to', 'ask', ""'im"", 'whether', 'he', 'thought\nI']",W.W.Jacobs
"['was', 'there', 'to', 'do', 'conjuring', 'tricks,', 'or', 'wot?\'\n\n""\'There', 'was', 'a', 'letter', 'waiting', 'for', 'me', 'in', 'the', ""office,'"", 'he', 'ses.', '', ""'From"", ""Miss\nLamb--she's"", 'in', 'London.', '']",W.W.Jacobs
"[""She's"", 'coming', 'to', 'pay', 'me', 'a', 'surprise', 'visit', 'this\nevening--I', 'know', ""who'll"", 'get', 'the', 'surprise.', '', 'Mrs.', ""Plimmer's"", 'coming', 'too.\'\n\n""I', 'gave', ""'im"", 'one', 'of', 'my', ""'arf-pints""]",W.W.Jacobs
"['and', 'made', ""'im"", 'drink', 'it.', '', 'He', 'chucked', 'the\npot', 'on', 'the', 'floor', 'when', 'he', ""'ad"", 'done,', 'in', 'a', 'desprit', 'sort', ""o'"", 'way,', 'and', ""'im"", 'and\nthe']",W.W.Jacobs
"['landlord', ""'ad"", 'a', 'little', 'breeze', 'then', 'that', 'did', ""'im"", 'more', 'good', 'than', 'wot', 'the\nbeer', ""'ad."", '', 'When', 'we', 'came', 'outside', ""'e"", 'seemed', 'more', 'contented', 'with']",W.W.Jacobs
"[""'imself,\nbut"", 'he', 'shook', 'his', ""'ead"", 'and', 'got', 'miserable', 'as', 'soon', 'as', 'we', 'got', 'to', 'the', 'wharf\nagin.\n\n""\'S\'pose', 'they', 'both', 'come', 'along', 'at', 'the', 'same', ""time,'"", 'he']",W.W.Jacobs
"['ses.', '', ""'Wot's"", 'to', 'be\ndone?\'\n\n""I', 'shut', 'the', 'gate', 'with', 'a', 'bang', 'and', 'fastened', 'the', 'wicket.', '', 'Then', 'I', 'turned', ""to\n'im"", 'with', 'a', 'smile.\n\n""\'I\'m', 'watchman', ""'ere,'""]",W.W.Jacobs
"['I', 'ses,', ""'and"", 'I', 'lets', 'in', 'who', 'I', 'thinks', 'I', 'will.', '', ""This\nain't"", 'a', 'public', ""'ighway,'"", 'I', 'ses;', ""'it's"", 'a', 'wharf.\'\n\n""\'Bill,\'', 'he', 'ses,', ""'you're"", 'a']",W.W.Jacobs
"['genius.\'\n\n""\'If', 'Miss', 'Lamb', 'comes', ""'ere"", 'asking', 'arter', ""you,'"", 'I', 'ses,', ""'I"", 'shall', 'say', ""you've\ngone"", 'out', 'for', 'the', 'evening.\'\n\n""\'Wot', 'about', 'her', ""letter?'"", 'he', 'ses.\n\n""\'You', ""didn't"", ""'ave""]",W.W.Jacobs
"[""it,'"", 'I', 'ses,', 'winking', 'at', '\'im.\n\n""\'And', 'suppose', 'she', 'waits', 'about', 'outside', 'for', 'me,', 'and', 'Mrs.', 'Plimmer', 'wants', 'me\nto', 'take', ""'er"", ""out?'"", 'he', 'ses,', 'shivering.', '']",W.W.Jacobs
"[""'She's"", 'a', 'fearful', 'obstinate', 'woman;\nand', ""she'd"", 'wait', 'a', 'week', 'for', 'me.\'\n\n""He', 'kept', 'peeping', 'up', 'the', 'road', 'while', 'we', 'talked', 'it', 'over,', 'and', 'then', 'we', 'both\nsee']",W.W.Jacobs
"['Mrs.', 'Plimmer', 'coming', 'along.', '', 'He', 'backed', 'on', 'to', 'the', 'wharf', 'and', 'pulled', ""out\n'is"", 'purse.\n\n""\'Bill,\'', 'he', 'ses,', 'gabbling', 'as', 'fast', 'as', ""'e"", 'could', 'gabble,', ""'here's""]",W.W.Jacobs
"['five', 'or', 'six\nshillings.', '', 'If', 'the', 'other', 'one', 'comes', 'and', ""won't"", 'go', 'away', 'tell', ""'er"", ""I've"", 'gone\nto', 'the', 'Pagoda', ""Music-'all"", 'and', ""you'll"", 'take', ""'er"", 'to']",W.W.Jacobs
"['me,', 'keep', ""'er"", 'out', 'all', 'the\nevening', ""some'ow,"", 'if', 'you', 'can,', 'if', 'she', 'comes', 'back', 'too', 'soon', 'keep', ""'er"", 'in', 'the\noffice.\'\n\n""\'And', 'wot', 'about', 'leaving', 'the', 'wharf']",W.W.Jacobs
"['and', 'my', ""dooty?'"", 'I', 'ses,', 'staring.\n\n""\'I\'ll', 'put', 'Joe', 'on', 'to', 'keep', 'watch', 'for', ""you,'"", 'he', 'ses,', 'pressing', 'the', 'money', 'in\nmy', ""'and."", '', ""'I"", 'rely', 'on']",W.W.Jacobs
"['you,', 'Bill,', 'and', ""I'll"", 'never', 'forget', 'you.', '', 'You', ""won't\nlose"", 'by', 'it,', 'trust', 'me.\'\n\n""He', 'nipped', 'off', 'and', 'tumbled', 'aboard', 'the', 'ship', 'afore', 'I', 'could', 'say']",W.W.Jacobs
"['a', 'word.', '', 'I\njust', 'stood', 'there', 'staring', 'arter', ""'im"", 'and', 'feeling', 'the', 'money,', 'and', 'afore', 'I\ncould', 'make', 'up', 'my', 'mind', 'Mrs.', 'Plimmer', 'came', 'up.\n\n""I', 'thought']",W.W.Jacobs
"['I', 'should', 'never', ""ha'"", 'got', 'rid', 'of', ""'er."", '', 'She', 'stood', 'there', 'chatting\nand', 'smiling,', 'and', 'seemed', 'to', 'forget', 'all', 'about', 'the', ""cap'n,"", 'and', 'every', 'moment']",W.W.Jacobs
"['I\nwas', 'afraid', 'that', 'the', 'other', 'one', 'might', 'come', 'up.', '', 'At', 'last', 'she', 'went', 'off,\nlooking', 'behind', ""'er,"", 'to', 'the', 'ship,', 'and', 'then', 'I', 'went', 'outside']",W.W.Jacobs
"['and', 'put', 'my', 'back\nup', 'agin', 'the', 'gate', 'and', 'waited.\n\n""I', ""'ad"", 'hardly', 'been', 'there', 'ten', 'minutes', 'afore', 'the', 'other', 'one', 'came', 'along.', '', 'I\nsaw', ""'er"", 'stop']",W.W.Jacobs
"['and', 'speak', 'to', 'a', 'policeman,', 'and', 'then', 'she', 'came', 'straight', 'over', 'to\nme.\n\n""\'I', 'want', 'to', 'see', ""Cap'n"", ""Tarbell,'"", 'she', 'ses.\n\n""\'Cap\'n', ""Tarbell?'"", 'I', 'ses,', 'very', 'slow;', ""'Cap'n""]",W.W.Jacobs
"['Tarbell', ""'as"", 'gone', 'off', 'for', 'the\nevening.\'\n\n""\'Gone', ""off!'"", 'she', 'ses,', 'staring.', '', ""'But"", 'he', ""can't"", ""'ave."", '', 'Are', 'you', 'sure?\'\n\n""\'Sartain,\'', 'I', 'ses.', '', 'Then', 'I', ""'ad""]",W.W.Jacobs
"['a', 'bright', 'idea.', '', ""'And"", ""there's"", 'a', 'letter', 'come\nfor', ""'im,'"", 'I', 'ses.\n\n""\'Oh,', ""dear!'"", 'she', 'ses.', '', ""'And"", 'I', 'thought', 'it', 'would', 'be', 'in', 'plenty', 'of']",W.W.Jacobs
"['time.\nWell,', 'I', 'must', 'go', 'on', 'the', 'ship', 'and', 'wait', 'for', ""'im,"", 'I', 'suppose.\'\n\n""If', 'I', ""'ad"", 'only', 'let', ""'er"", 'go', 'I', 'should', ""ha'"", 'saved', 'myself', 'a']",W.W.Jacobs
"['lot', ""o'"", 'trouble,', 'and\nthe', 'man', 'wot', 'deserved', 'it', 'would', ""ha'"", 'got', 'it.', '', 'Instead', ""o'"", 'that', 'I', 'told', ""'er\nabout"", 'the', ""music-'all,"", 'and', 'arter', 'carrying', 'on']",W.W.Jacobs
"['like', 'a', 'silly', 'gal', ""o'"", 'seventeen\nand', 'saying', 'she', ""couldn't"", 'think', 'of', 'it,', 'she', 'gave', 'way', 'and', 'said', ""she'd"", 'go', 'with\nme', 'to', 'find', ""'im."", '', 'I']",W.W.Jacobs
"['was', 'all', 'right', 'so', 'far', 'as', 'clothes', 'went', 'as', 'it', 'happened.\nMrs.', 'Plimmer', 'said', 'once', 'that', 'I', 'got', 'more', 'and', 'more', 'dressy', 'every', 'time', 'she', 'saw\nme,']",W.W.Jacobs
"['and', 'my', 'missis', ""'ad"", 'said', 'the', 'same', 'thing', 'only', 'in', 'a', 'different', 'way.', '', 'I\njust', 'took', 'a', 'peep', 'through', 'the', 'wicket', 'and', 'saw', 'that', 'Joe']",W.W.Jacobs
"[""'ad"", 'taken', 'up', 'my\ndooty,', 'and', 'then', 'we', 'set', 'off.\n\n""I', 'said', 'I', ""wasn't"", 'quite', 'sure', 'which', 'one', ""he'd"", 'gone', 'to,', 'but', ""we'd"", 'try', 'the\nPagoda', ""Music-'all"", 'fust,']",W.W.Jacobs
"['and', 'we', 'went', 'there', 'on', 'a', 'bus', 'from', 'Aldgate.', '', 'It', 'was\nthe', 'fust', 'evening', 'out', 'I', ""'ad"", ""'ad"", 'for', 'years,', 'and', 'I', 'should', ""'ave"", 'enjoyed']",W.W.Jacobs
"['it', 'if\nit', ""'adn't"", 'been', 'for', 'Miss', 'Lamb.', '', 'Wotever', ""Cap'n"", 'Tarbell', 'could', ""ha'"", 'seen', ""in\n'er,"", 'I', ""can't"", 'think.\n\n""She', 'was', 'quiet,', 'and', 'stupid,', 'and', 'bad-tempered.', '']",W.W.Jacobs
"['When', 'the', 'bus-conductor', 'came\nround', 'for', 'the', 'fares', 'she', ""'adn't"", 'got', 'any', 'change;', 'and', 'when', 'we', 'got', 'to', 'the\nhall', 'she', 'did', 'such', 'eggsterrordinary', 'things', 'trying', 'to']",W.W.Jacobs
"['find', ""'er"", 'pocket', 'that\nI', 'tried', 'to', 'look', 'as', 'if', 'she', ""didn't"", 'belong', 'to', 'me.', '', 'When', 'she', 'left', 'off', 'she\nsmiled', 'and', 'said', 'she', 'was', 'farther']",W.W.Jacobs
"['off', 'than', 'ever,', 'and', 'arter', 'three', 'or', 'four\nwot', 'was', 'standing', 'there', ""'ad"", 'begged', ""'er"", 'to', 'have', 'another', 'try,', 'I', ""'ad"", 'to', 'pay\nfor', 'the', 'two.\n\n""The', ""'ouse""]",W.W.Jacobs
"['was', 'pretty', 'full', 'when', 'we', 'got', 'in,', 'but', 'she', ""didn't"", 'take', 'no', 'notice\nof', 'that.', '', 'Her', 'idea', 'was', 'that', 'she', 'could', 'walk', 'about', 'all', 'over']",W.W.Jacobs
"['the', 'place\nlooking', 'for', ""Cap'n"", 'Tarbell,', 'and', 'it', 'took', 'three', 'men', 'in', 'buttons', 'and', 'a\npoliceman', 'to', 'persuade', ""'er"", 'different.', '', 'We', 'were', 'pushed', 'into', 'a', 'couple']",W.W.Jacobs
"[""o'\nseats"", 'at', 'last,', 'and', 'then', 'she', 'started', 'finding', 'fault', 'with', 'me.\n\n""\'Where', 'is', ""Cap'n"", ""Tarbell?'"", 'she', 'ses.', '', ""'Why"", ""don't"", 'you', 'find', 'him?\'\n\n""\'I\'ll', 'go', 'and', 'look']",W.W.Jacobs
"['for', ""'im"", 'in', 'the', 'bar', ""presently,'"", 'I', 'ses.', '', ""'He's"", 'sure', 'to\nbe', 'there,', 'arter', 'a', 'turn', 'or', 'two.\'\n\n""I', 'managed', 'to', 'keep', ""'er"", 'quiet', 'for', ""'arf""]",W.W.Jacobs
"['an', 'hour--with', 'the', ""'elp"", 'of', 'the\npeople', 'wot', 'sat', 'near', 'us--and', 'then', 'I', ""'ad"", 'to', 'go.', '', 'I', ""'ad"", 'a', 'glass', ""o'"", 'beer', 'to\npass', 'the', 'time']",W.W.Jacobs
"['away,', 'and,', 'while', 'I', 'was', 'drinking', 'it,', 'who', 'should', 'come', 'up', 'but\nthe', 'cook', 'and', 'one', 'of', 'the', 'hands', 'from', 'the', '<i>Lizzie', 'and', 'Annie</i>.\n\n""\'We', 'saw', ""you,'""]",W.W.Jacobs
"['ses', 'the', 'cook,', 'winking;', ""'didn't"", 'we', 'Bob?\'\n\n""\'Yes,\'', 'ses', 'Bob,', 'shaking', 'his', 'silly', ""'ead;"", ""'but"", 'it', ""wasn't"", 'no', 'surprise', 'to\nme.', '', ""I've"", ""'ad"", 'my', 'eye', 'on']",W.W.Jacobs
"[""'im"", 'for', 'a', 'long', 'time', 'past.\'\n\n""\'I', 'thought', ""'e"", 'was', ""married,'"", 'ses', 'the', 'cook.\n\n""\'So', 'he', ""is,'"", 'ses', 'Bob,', ""'and"", 'to', 'the', 'best', 'wife', 'in', 'London.', '']",W.W.Jacobs
"['I', 'know', 'where', 'she\nlives.', '', ""Mine's"", 'a', 'bottle', ""o'"", ""Bass,'"", 'he', 'ses,', 'turning', 'to', 'me.\n\n""\'So\'s', ""mine,'"", 'ses', 'the', 'cook.\n\n""I', 'paid', 'for', 'two', 'bottles', 'for', ""'em,""]",W.W.Jacobs
"['and', 'arter', 'that', 'they', 'said', 'that', ""they'd\n'ave"", 'a', 'whisky', 'and', 'soda', 'apiece', 'just', 'to', 'show', 'as', 'there', 'was', 'no', 'ill-feeling.\n\n""\'It\'s', 'very', ""good,'"", 'ses', 'Bob,', 'sipping']",W.W.Jacobs
"['his,', ""'but"", 'it', 'wants', 'a', 'sixpenny', 'cigar\nto', 'go', 'with', 'it.', '', ""It's"", 'been', 'the', 'dream', ""o'"", 'my', 'life', 'to', 'smoke', 'a', 'sixpenny\ncigar.\'\n\n""\'So', 'it', ""'as"", ""mine,'""]",W.W.Jacobs
