text,Author
"['to', 'a', 'rest,', 'the', 'poor', 'old', 'cretur', 'would', 'chip', 'in', 'on', 'HIS', 'same', 'old', 'travels\n', 'and', 'work', 'them', 'for', 'all', 'they', 'were', 'worth;', 'but', 'they']",MarkTwain
"['were', 'pretty', 'faded,', 'and\n', ""didn't"", 'go', 'for', 'much,', 'and', 'it', 'was', 'pitiful', 'to', 'see.', 'And', 'then', 'Tom', 'would', 'take\n', 'another', 'innings,', 'and', 'then', 'the', 'old']",MarkTwain
"['man', 'again--and', 'so', 'on,', 'and', 'so', 'on,', 'for\n', 'an', 'hour', 'and', 'more,', 'each', 'trying', 'to', 'beat', 'out', 'the', 'other.\n', '\n', 'You', 'see,', ""Parsons'"", 'travels', 'happened']",MarkTwain
"['like', 'this:', 'When', 'he', 'first', 'got', 'to\n', 'be', 'postmaster', 'and', 'was', 'green', 'in', 'the', 'business,', 'there', 'come', 'a', 'letter\n', 'for', 'somebody', 'he', ""didn't"", 'know,', 'and']",MarkTwain
"['there', ""wasn't"", 'any', 'such', 'person', 'in', 'the\n', 'village.', 'Well,', 'he', ""didn't"", 'know', 'what', 'to', 'do,', 'nor', 'how', 'to', 'act,', 'and', 'there', 'the\n', 'letter', 'stayed', 'and']",MarkTwain
"['stayed,', 'week', 'in', 'and', 'week', 'out,', 'till', 'the', 'bare', 'sight', 'of\n', 'it', 'gave', 'him', 'a', 'conniption.', 'The', 'postage', ""wasn't"", 'paid', 'on', 'it,', 'and', 'that', 'was\n']",MarkTwain
"['another', 'thing', 'to', 'worry', 'about.', 'There', ""wasn't"", 'any', 'way', 'to', 'collect', 'that', 'ten\n', 'cents,', 'and', 'he', ""reckon'd"", 'the', ""gov'ment"", 'would', 'hold', 'him', 'responsible', 'for', 'it\n']",MarkTwain
"['and', 'maybe', 'turn', 'him', 'out', 'besides,', 'when', 'they', 'found', 'he', ""hadn't"", 'collected', 'it.\n', 'Well,', 'at', 'last', 'he', ""couldn't"", 'stand', 'it', 'any', 'longer.', 'He', ""couldn't"", 'sleep']",MarkTwain
"['nights,\n', 'he', ""couldn't"", 'eat,', 'he', 'was', 'thinned', 'down', 'to', 'a', 'shadder,', 'yet', 'he', ""da'sn't"", 'ask\n', ""anybody's"", 'advice,', 'for', 'the', 'very', 'person', 'he', 'asked', 'for', 'advice']",MarkTwain
"['might', 'go', 'back\n', 'on', 'him', 'and', 'let', 'the', ""gov'ment"", 'know', 'about', 'the', 'letter.', 'He', 'had', 'the', 'letter\n', 'buried', 'under', 'the', 'floor,', 'but', 'that', 'did', 'no']",MarkTwain
"['good;', 'if', 'he', 'happened', 'to', 'see\n', 'a', 'person', 'standing', 'over', 'the', 'place', ""it'd"", 'give', 'him', 'the', 'cold', 'shivers,', 'and\n', 'loaded', 'him', 'up', 'with', 'suspicions,', 'and']",MarkTwain
"['he', 'would', 'sit', 'up', 'that', 'night', 'till', 'the\n', 'town', 'was', 'still', 'and', 'dark,', 'and', 'then', 'he', 'would', 'sneak', 'there', 'and', 'get', 'it', 'out\n', 'and', 'bury']",MarkTwain
"['it', 'in', 'another', 'place.', 'Of', 'course,', 'people', 'got', 'to', 'avoiding', 'him', 'and\n', 'shaking', 'their', 'heads', 'and', 'whispering,', 'because,', 'the', 'way', 'he', 'was', 'looking', 'and\n', 'acting,']",MarkTwain
"['they', 'judged', 'he', 'had', 'killed', 'somebody', 'or', 'done', 'something', 'terrible,\n', 'they', ""didn't"", 'know', 'what,', 'and', 'if', 'he', 'had', 'been', 'a', 'stranger', 'they', ""would've\n"", 'lynched', 'him.\n']",MarkTwain
"['\n', 'Well,', 'as', 'I', 'was', 'saying,', 'it', 'got', 'so', 'he', ""couldn't"", 'stand', 'it', 'any', 'longer;', 'so\n', 'he', 'made', 'up', 'his', 'mind', 'to', 'pull', 'out', 'for']",MarkTwain
"['Washington,', 'and', 'just', 'go', 'to', 'the\n', 'President', 'of', 'the', 'United', 'States', 'and', 'make', 'a', 'clean', 'breast', 'of', 'the', 'whole\n', 'thing,', 'not', 'keeping', 'back', 'an', 'atom,']",MarkTwain
"['and', 'then', 'fetch', 'the', 'letter', 'out', 'and', 'lay\n', 'it', 'before', 'the', 'whole', ""gov'ment,"", 'and', 'say,', 'ï¿½Now,', 'there', 'she', 'is--do', 'with', 'me\n', 'what', ""you're"", 'a', 'mind']",MarkTwain
"['to;', 'though', 'as', 'heaven', 'is', 'my', 'judge', 'I', 'am', 'an', 'innocent', 'man\n', 'and', 'not', 'deserving', 'of', 'the', 'full', 'penalties', 'of', 'the', 'law', 'and', 'leaving', 'behind\n']",MarkTwain
"['me', 'a', 'family', 'that', 'must', 'starve', 'and', 'yet', ""hadn't"", 'had', 'a', 'thing', 'to', 'do', 'with', 'it,\n', 'which', 'is', 'the', 'whole', 'truth', 'and', 'I', 'can', 'swear']",MarkTwain
"['to', 'it.ï¿½\n', '\n', 'So', 'he', 'did', 'it.', 'He', 'had', 'a', 'little', 'wee', 'bit', 'of', 'steamboating,', 'and', 'some\n', 'stage-coaching,', 'but', 'all', 'the', 'rest', 'of', 'the', 'way']",MarkTwain
"['was', 'horseback,', 'and', 'it', 'took\n', 'him', 'three', 'weeks', 'to', 'get', 'to', 'Washington.', 'He', 'saw', 'lots', 'of', 'land', 'and', 'lots', 'of\n', 'villages', 'and', 'four', 'cities.', 'He']",MarkTwain
"['was', 'gone', ""'most"", 'eight', 'weeks,', 'and', 'there', 'never\n', 'was', 'such', 'a', 'proud', 'man', 'in', 'the', 'village', 'as', 'he', 'when', 'he', 'got', 'back.', 'His', 'travels\n', 'made']",MarkTwain
"['him', 'the', 'greatest', 'man', 'in', 'all', 'that', 'region,', 'and', 'the', 'most', 'talked', 'about;\n', 'and', 'people', 'come', 'from', 'as', 'much', 'as', 'thirty', 'miles', 'back', 'in', 'the']",MarkTwain
"['country,', 'and\n', 'from', 'over', 'in', 'the', 'Illinois', 'bottoms,', 'too,', 'just', 'to', 'look', 'at', 'him--and', 'there\n', ""they'd"", 'stand', 'and', 'gawk,', 'and', ""he'd"", 'gabble.', 'You', 'never', 'see']",MarkTwain
"['anything', 'like', 'it.\n', '\n', 'Well,', 'there', ""wasn't"", 'any', 'way', 'now', 'to', 'settle', 'which', 'was', 'the', 'greatest\n', 'traveler;', 'some', 'said', 'it', 'was', 'Nat,', 'some', 'said', 'it']",MarkTwain
"['was', 'Tom.', 'Everybody', 'allowed\n', 'that', 'Nat', 'had', 'seen', 'the', 'most', 'longitude,', 'but', 'they', 'had', 'to', 'give', 'in', 'that\n', 'whatever', 'Tom', 'was', 'short', 'in', 'longitude', 'he']",MarkTwain
"['had', 'made', 'up', 'in', 'latitude', 'and\n', 'climate.', 'It', 'was', 'about', 'a', 'stand-off;', 'so', 'both', 'of', 'them', 'had', 'to', 'whoop', 'up', 'their\n', 'dangerous', 'adventures,', 'and', 'try']",MarkTwain
"['to', 'get', 'ahead', 'THAT', 'way.', 'That', 'bullet-wound\n', 'in', ""Tom's"", 'leg', 'was', 'a', 'tough', 'thing', 'for', 'Nat', 'Parsons', 'to', 'buck', 'against,', 'but', 'he\n', 'bucked', 'the', 'best']",MarkTwain
"['he', 'could;', 'and', 'at', 'a', 'disadvantage,', 'too,', 'for', 'Tom', ""didn't"", 'set\n', 'still', 'as', ""he'd"", 'orter', 'done,', 'to', 'be', 'fair,', 'but', 'always', 'got', 'up', 'and', 'sauntered\n']",MarkTwain
"['around', 'and', 'worked', 'his', 'limp', 'while', 'Nat', 'was', 'painting', 'up', 'the', 'adventure', 'that\n', 'HE', 'had', 'in', 'Washington;', 'for', 'Tom', 'never', 'let', 'go', 'that', 'limp', 'when']",MarkTwain
"['his', 'leg', 'got\n', 'well,', 'but', 'practiced', 'it', 'nights', 'at', 'home,', 'and', 'kept', 'it', 'good', 'as', 'new', 'right\n', 'along.\n', '\n', ""Nat's"", 'adventure', 'was', 'like', 'this;', 'I']",MarkTwain
"[""don't"", 'know', 'how', 'true', 'it', 'is;', 'maybe', 'he', 'got\n', 'it', 'out', 'of', 'a', 'paper,', 'or', 'somewhere,', 'but', 'I', 'will', 'say', 'this', 'for', 'him,', 'that', 'he\n']",MarkTwain
"['DID', 'know', 'how', 'to', 'tell', 'it.', 'He', 'could', 'make', ""anybody's"", 'flesh', 'crawl,', 'and', ""he'd\n"", 'turn', 'pale', 'and', 'hold', 'his', 'breath', 'when', 'he', 'told', 'it,', 'and']",MarkTwain
"['sometimes', 'women', 'and\n', 'girls', 'got', 'so', 'faint', 'they', ""couldn't"", 'stick', 'it', 'out.', 'Well,', 'it', 'was', 'this', 'way,', 'as\n', 'near', 'as', 'I', 'can', 'remember:\n', '\n', 'He']",MarkTwain
"['come', 'a-loping', 'into', 'Washington,', 'and', 'put', 'up', 'his', 'horse', 'and', 'shoved', 'out', 'to\n', 'the', ""President's"", 'house', 'with', 'his', 'letter,', 'and', 'they', 'told', 'him', 'the', 'President\n']",MarkTwain
"['was', 'up', 'to', 'the', 'Capitol,', 'and', 'just', 'going', 'to', 'start', 'for', 'Philadelphia--not', 'a\n', 'minute', 'to', 'lose', 'if', 'he', 'wanted', 'to', 'catch', 'him.', 'Nat', ""'most"", 'dropped,']",MarkTwain
"['it', 'made', 'him\n', 'so', 'sick.', 'His', 'horse', 'was', 'put', 'up,', 'and', 'he', ""didn't"", 'know', 'what', 'to', 'do.', 'But', 'just\n', 'then', 'along', 'comes', 'a', 'darky', 'driving']",MarkTwain
"['an', 'old', 'ramshackly', 'hack,', 'and', 'he', 'see', 'his\n', 'chance.', 'He', 'rushes', 'out', 'and', 'shouts:', 'ï¿½A', 'half', 'a', 'dollar', 'if', 'you', 'git', 'me', 'to\n', 'the', 'Capitol']",MarkTwain
"['in', 'half', 'an', 'hour,', 'and', 'a', 'quarter', 'extra', 'if', 'you', 'do', 'it', 'in', 'twenty\n', 'minutes!ï¿½\n', '\n', 'ï¿½Done!ï¿½', 'says', 'the', 'darky.\n', '\n', 'Nat', 'he', 'jumped', 'in']",MarkTwain
"['and', 'slammed', 'the', 'door,', 'and', 'away', 'they', 'went', 'a-ripping', 'and\n', 'a-tearing', 'over', 'the', 'roughest', 'road', 'a', 'body', 'ever', 'see,', 'and', 'the', 'racket', 'of', 'it\n', 'was']",MarkTwain
"['something', 'awful.', 'Nat', 'passed', 'his', 'arms', 'through', 'the', 'loops', 'and', 'hung', 'on\n', 'for', 'life', 'and', 'death,', 'but', 'pretty', 'soon', 'the', 'hack', 'hit', 'a', 'rock', 'and']",MarkTwain
"['flew', 'up', 'in\n', 'the', 'air,', 'and', 'the', 'bottom', 'fell', 'out,', 'and', 'when', 'it', 'come', 'down', ""Nat's"", 'feet', 'was\n', 'on', 'the', 'ground,', 'and', 'he', 'see', 'he']",MarkTwain
"['was', 'in', 'the', 'most', 'desperate', 'danger', 'if', 'he\n', ""couldn't"", 'keep', 'up', 'with', 'the', 'hack.', 'He', 'was', 'horrible', 'scared,', 'but', 'he', 'laid', 'into\n', 'his', 'work', 'for']",MarkTwain
"['all', 'he', 'was', 'worth,', 'and', 'hung', 'tight', 'to', 'the', 'arm-loops', 'and', 'made\n', 'his', 'legs', 'fairly', 'fly.', 'He', 'yelled', 'and', 'shouted', 'to', 'the', 'driver', 'to', 'stop,']",MarkTwain
"['and\n', 'so', 'did', 'the', 'crowds', 'along', 'the', 'street,', 'for', 'they', 'could', 'see', 'his', 'legs', 'spinning\n', 'along', 'under', 'the', 'coach,', 'and', 'his', 'head', 'and', 'shoulders', 'bobbing']",MarkTwain
"['inside', 'through\n', 'the', 'windows,', 'and', 'he', 'was', 'in', 'awful', 'danger;', 'but', 'the', 'more', 'they', 'all', 'shouted\n', 'the', 'more', 'the', 'nigger', 'whooped', 'and', 'yelled', 'and', 'lashed']",MarkTwain
"['the', 'horses', 'and\n', 'shouted,', ""ï¿½Don't"", 'you', 'fret,', ""I'se"", 'gwine', 'to', 'git', 'you', 'dah', 'in', 'time,', 'boss;', ""I's\n"", 'gwine', 'to', 'do', 'it,', ""sho'!ï¿½"", 'for', 'you', 'see']",MarkTwain
"['he', 'thought', 'they', 'were', 'all', 'hurrying\n', 'him', 'up,', 'and,', 'of', 'course,', 'he', ""couldn't"", 'hear', 'anything', 'for', 'the', 'racket', 'he', 'was\n', 'making.', 'And', 'so', 'they', 'went']",MarkTwain
"['ripping', 'along,', 'and', 'everybody', 'just', 'petrified\n', 'to', 'see', 'it;', 'and', 'when', 'they', 'got', 'to', 'the', 'Capitol', 'at', 'last', 'it', 'was', 'the', 'quickest\n', 'trip', 'that', 'ever']",MarkTwain
"['was', 'made,', 'and', 'everybody', 'said', 'so.', 'The', 'horses', 'laid', 'down,\n', 'and', 'Nat', 'dropped,', 'all', 'tuckered', 'out,', 'and', 'he', 'was', 'all', 'dust', 'and', 'rags\n', 'and', 'barefooted;']",MarkTwain
"['but', 'he', 'was', 'in', 'time', 'and', 'just', 'in', 'time,', 'and', 'caught', 'the\n', 'President', 'and', 'give', 'him', 'the', 'letter,', 'and', 'everything', 'was', 'all', 'right,', 'and', 'the\n']",MarkTwain
"['President', 'give', 'him', 'a', 'free', 'pardon', 'on', 'the', 'spot,', 'and', 'Nat', 'give', 'the', 'nigger\n', 'two', 'extra', 'quarters', 'instead', 'of', 'one,', 'because', 'he', 'could', 'see', 'that']",MarkTwain
"['if', 'he\n', ""hadn't"", 'had', 'the', 'hack', 'he', ""wouldn't'a'"", 'got', 'there', 'in', 'time,', 'nor', 'anywhere', 'near\n', 'it.\n', '\n', 'It', 'WAS', 'a', 'powerful', 'good', 'adventure,', 'and', 'Tom']",MarkTwain
"['Sawyer', 'had', 'to', 'work', 'his\n', 'bullet-wound', 'mighty', 'lively', 'to', 'hold', 'his', 'own', 'against', 'it.\n', '\n', 'Well,', 'by', 'and', 'by', ""Tom's"", 'glory', 'got', 'to', 'paling', 'down']",MarkTwain
"[""gradu'ly,"", 'on', 'account\n', 'of', 'other', 'things', 'turning', 'up', 'for', 'the', 'people', 'to', 'talk', 'about--first', 'a\n', 'horse-race,', 'and', 'on', 'top', 'of', 'that', 'a', 'house', 'afire,', 'and']",MarkTwain
"['on', 'top', 'of', 'that', 'the\n', 'circus,', 'and', 'on', 'top', 'of', 'that', 'the', 'eclipse;', 'and', 'that', 'started', 'a', 'revival,', 'same\n', 'as', 'it', 'always', 'does,', 'and', 'by']",MarkTwain
"['that', 'time', 'there', ""wasn't"", 'any', 'more', 'talk', 'about\n', 'Tom,', 'so', 'to', 'speak,', 'and', 'you', 'never', 'see', 'a', 'person', 'so', 'sick', 'and', 'disgusted.\n', '\n', 'Pretty', 'soon']",MarkTwain
"['he', 'got', 'to', 'worrying', 'and', 'fretting', 'right', 'along', 'day', 'in', 'and', 'day\n', 'out,', 'and', 'when', 'I', 'asked', 'him', 'what', 'WAS', 'he', 'in', 'such', 'a', 'state']",MarkTwain
"['about,', 'he', 'said\n', 'it', ""'most"", 'broke', 'his', 'heart', 'to', 'think', 'how', 'time', 'was', 'slipping', 'away,', 'and', 'him\n', 'getting', 'older', 'and', 'older,', 'and', 'no', 'wars', 'breaking']",MarkTwain
"['out', 'and', 'no', 'way', 'of', 'making\n', 'a', 'name', 'for', 'himself', 'that', 'he', 'could', 'see.', 'Now', 'that', 'is', 'the', 'way', 'boys', 'is', 'always\n', 'thinking,', 'but', 'he']",MarkTwain
"['was', 'the', 'first', 'one', 'I', 'ever', 'heard', 'come', 'out', 'and', 'say', 'it.\n', '\n', 'So', 'then', 'he', 'set', 'to', 'work', 'to', 'get', 'up', 'a', 'plan', 'to']",MarkTwain
"['make', 'him', 'celebrated;', 'and\n', 'pretty', 'soon', 'he', 'struck', 'it,', 'and', 'offered', 'to', 'take', 'me', 'and', 'Jim', 'in.', 'Tom', 'Sawyer\n', 'was', 'always', 'free', 'and', 'generous', 'that']",MarkTwain
"['way.', ""There's"", 'a-plenty', 'of', 'boys', ""that's\n"", 'mighty', 'good', 'and', 'friendly', 'when', ""YOU'VE"", 'got', 'a', 'good', 'thing,', 'but', 'when', 'a', 'good\n', 'thing', 'happens', 'to', 'come', 'their']",MarkTwain
"['way', 'they', ""don't"", 'say', 'a', 'word', 'to', 'you,', 'and', 'try', 'to\n', 'hog', 'it', 'all.', 'That', ""warn't"", 'ever', 'Tom', ""Sawyer's"", 'way,', 'I', 'can', 'say', 'that', 'for']",MarkTwain
"['him.\n', ""There's"", 'plenty', 'of', 'boys', 'that', 'will', 'come', 'hankering', 'and', 'groveling', 'around', 'you\n', 'when', ""you've"", 'got', 'an', 'apple', 'and', 'beg', 'the', 'core', 'off', 'of', 'you;']",MarkTwain
"['but', 'when', ""they've\n"", 'got', 'one,', 'and', 'you', 'beg', 'for', 'the', 'core', 'and', 'remind', 'them', 'how', 'you', 'give', 'them\n', 'a', 'core', 'one', 'time,', 'they', 'say', 'thank']",MarkTwain
"['you', ""'most"", 'to', 'death,', 'but', 'there', ""ain't\n"", 'a-going', 'to', 'be', 'no', 'core.', 'But', 'I', 'notice', 'they', 'always', 'git', 'come', 'up', 'with;', 'all\n', 'you', 'got', 'to']",MarkTwain
"['do', 'is', 'to', 'wait.\n', '\n', 'Well,', 'we', 'went', 'out', 'in', 'the', 'woods', 'on', 'the', 'hill,', 'and', 'Tom', 'told', 'us', 'what', 'it', 'was.\n', 'It', 'was', 'a']",MarkTwain
"['crusade.\n', '\n', ""ï¿½What's"", 'a', 'crusade?ï¿½', 'I', 'says.\n', '\n', 'He', 'looked', 'scornful,', 'the', 'way', ""he's"", 'always', 'done', 'when', 'he', 'was', 'ashamed', 'of', 'a\n', 'person,', 'and', 'says:\n']",MarkTwain
"['\n', 'ï¿½Huck', 'Finn,', 'do', 'you', 'mean', 'to', 'tell', 'me', 'you', ""don't"", 'know', 'what', 'a', 'crusade', 'is?ï¿½\n', '\n', 'ï¿½No,ï¿½', 'says', 'I,', 'ï¿½I', ""don't."", 'And', 'I', ""don't""]",MarkTwain
"['care', 'to,', 'nuther.', ""I've"", 'lived', 'till', 'now\n', 'and', 'done', 'without', 'it,', 'and', 'had', 'my', 'health,', 'too.', 'But', 'as', 'soon', 'as', 'you', 'tell', 'me,\n', ""I'll"", 'know,']",MarkTwain
"['and', ""that's"", 'soon', 'enough.', 'I', ""don't"", 'see', 'any', 'use', 'in', 'finding', 'out\n', 'things', 'and', 'clogging', 'up', 'my', 'head', 'with', 'them', 'when', 'I', ""mayn't"", 'ever', 'have']",MarkTwain
"['any\n', 'occasion', 'to', 'use', ""'em."", 'There', 'was', 'Lance', 'Williams,', 'he', 'learned', 'how', 'to', 'talk\n', 'Choctaw', 'here', 'till', 'one', 'come', 'and', 'dug', 'his', 'grave', 'for', 'him.']",MarkTwain
"['Now,', 'then,', ""what's\n"", 'a', 'crusade?', 'But', 'I', 'can', 'tell', 'you', 'one', 'thing', 'before', 'you', 'begin;', 'if', ""it's"", 'a\n', 'patent-right,', ""there's"", 'no', 'money', 'in', 'it.', 'Bill']",MarkTwain
"['Thompson', 'he--ï¿½\n', '\n', 'ï¿½Patent-right!ï¿½', 'says', 'he.', 'ï¿½I', 'never', 'see', 'such', 'an', 'idiot.', 'Why,', 'a', 'crusade', 'is', 'a\n', 'kind', 'of', 'war.ï¿½\n', '\n', 'I', 'thought', 'he', 'must']",MarkTwain
"['be', 'losing', 'his', 'mind.', 'But', 'no,', 'he', 'was', 'in', 'real', 'earnest,\n', 'and', 'went', 'right', 'on,', 'perfectly', ""ca'm.\n"", '\n', 'ï¿½A', 'crusade', 'is', 'a', 'war', 'to', 'recover']",MarkTwain
"['the', 'Holy', 'Land', 'from', 'the', 'paynim.ï¿½\n', '\n', 'ï¿½Which', 'Holy', 'Land?ï¿½\n', '\n', 'ï¿½Why,', 'the', 'Holy', 'Land--there', ""ain't"", 'but', 'one.ï¿½\n', '\n', 'ï¿½What', 'do', 'we', 'want', 'of', 'it?ï¿½\n']",MarkTwain
"['\n', 'ï¿½Why,', ""can't"", 'you', 'understand?', ""It's"", 'in', 'the', 'hands', 'of', 'the', 'paynim,', 'and', ""it's\n"", 'our', 'duty', 'to', 'take', 'it', 'away', 'from', 'them.ï¿½\n', '\n', 'ï¿½How', 'did']",MarkTwain
"['we', 'come', 'to', 'let', 'them', 'git', 'hold', 'of', 'it?ï¿½\n', '\n', 'ï¿½We', ""didn't"", 'come', 'to', 'let', 'them', 'git', 'hold', 'of', 'it.', 'They', 'always', 'had', 'it.ï¿½\n', '\n']",MarkTwain
"['ï¿½Why,', 'Tom,', 'then', 'it', 'must', 'belong', 'to', 'them,', ""don't"", 'it?ï¿½\n', '\n', 'ï¿½Why', 'of', 'course', 'it', 'does.', 'Who', 'said', 'it', ""didn't?ï¿½\n"", '\n', 'I', 'studied', 'over', 'it,']",MarkTwain
"['but', ""couldn't"", 'seem', 'to', 'git', 'at', 'the', 'right', 'of', 'it,', 'no', 'way.\n', 'I', 'says:\n', '\n', ""ï¿½It's"", 'too', 'many', 'for', 'me,', 'Tom', 'Sawyer.', 'If', 'I', 'had']",MarkTwain
"['a', 'farm', 'and', 'it', 'was', 'mine,', 'and\n', 'another', 'person', 'wanted', 'it,', 'would', 'it', 'be', 'right', 'for', 'him', 'to--ï¿½\n', '\n', 'ï¿½Oh,', 'shucks!', 'you', ""don't"", 'know', 'enough']",MarkTwain
"['to', 'come', 'in', 'when', 'it', 'rains,', 'Huck', 'Finn.\n', 'It', ""ain't"", 'a', 'farm,', ""it's"", 'entirely', 'different.', 'You', 'see,', ""it's"", 'like', 'this.', 'They\n', 'own', 'the', 'land,', 'just']",MarkTwain
"['the', 'mere', 'land,', 'and', ""that's"", 'all', 'they', 'DO', 'own;', 'but', 'it\n', 'was', 'our', 'folks,', 'our', 'Jews', 'and', 'Christians,', 'that', 'made', 'it', 'holy,', 'and', 'so', 'they\n']",MarkTwain
"[""haven't"", 'any', 'business', 'to', 'be', 'there', 'defiling', 'it.', ""It's"", 'a', 'shame,', 'and', 'we', 'ought\n', 'not', 'to', 'stand', 'it', 'a', 'minute.', 'We', 'ought', 'to', 'march', 'against']",MarkTwain
"['them', 'and', 'take', 'it\n', 'away', 'from', 'them.ï¿½\n', '\n', 'ï¿½Why,', 'it', 'does', 'seem', 'to', 'me', ""it's"", 'the', 'most', 'mixed-up', 'thing', 'I', 'ever', 'see!', 'Now,\n', 'if', 'I']",MarkTwain
"['had', 'a', 'farm', 'and', 'another', 'person--ï¿½\n', '\n', ""ï¿½Don't"", 'I', 'tell', 'you', 'it', ""hasn't"", 'got', 'anything', 'to', 'do', 'with', 'farming?', 'Farming', 'is\n', 'business,', 'just', 'common', 'low-down']",MarkTwain
"['business:', ""that's"", 'all', 'it', 'is,', ""it's"", 'all\n', 'you', 'can', 'say', 'for', 'it;', 'but', 'this', 'is', 'higher,', 'this', 'is', 'religious,', 'and', 'totally\n', 'different.ï¿½\n', '\n', 'ï¿½Religious', 'to']",MarkTwain
"['go', 'and', 'take', 'the', 'land', 'away', 'from', 'people', 'that', 'owns', 'it?ï¿½\n', '\n', 'ï¿½Certainly;', ""it's"", 'always', 'been', 'considered', 'so.ï¿½\n', '\n', 'Jim', 'he', 'shook', 'his', 'head,', 'and']",MarkTwain
"['says:\n', '\n', 'ï¿½Mars', 'Tom,', 'I', 'reckon', ""dey's"", 'a', 'mistake', 'about', 'it', 'somers--dey', ""mos'"", 'sholy', 'is.\n', ""I's"", 'religious', 'myself,', 'en', 'I', 'knows', 'plenty', 'religious', 'people,', 'but']",MarkTwain
