text,Author
"['river,', 'either.\n', 'Tom', 'was', 'clean', 'beat.', 'He', 'said', 'it', ""warn't"", 'his', 'notion', 'of', 'England;', 'he', 'thought\n', 'England', 'looked', 'like', 'America,', 'and', 'always', 'had', 'that', 'idea.']",MarkTwain
"['said', 'the', 'second', 'old', 'gentleman,', 'when', 'Mr.\n', 'Bumble', 'had', 'given', 'vent', 'to', 'this', 'compound', 'adjective.\n', '\n', ""'I"", 'beg', 'your', ""worship's"", ""pardon,'"", 'said', 'Mr.', 'Bumble,', 'incredulous']",CharlesDickens
"['much', 'tickled', 'at', 'this:', 'as', 'of', 'course', 'he', 'ought', 'to', 'be;\n', 'and', 'laughed', 'a', 'long', 'time', 'without', 'cessation.', '', ""'Well,"", 'well,', 'Mr.', ""Bumble,'\n"", 'he', 'said']",CharlesDickens
"['it--and', 'all', 'of', 'a', 'sudden', 'it', 'was\n', 'gone', 'again!', 'Jim', 'staggered,', 'and', ""'most"", 'fell', 'down.', 'When', 'he', 'got', 'his', 'breath\n', 'he', 'says,', 'gasping', 'like', 'a']",MarkTwain
"['is', 'keeping', 'Grinnage', 'time,', 'and', 'the', 'other', 'is', 'keeping\n', 'St.', 'Louis', 'time,', 'like', 'my', 'watch.', 'When', 'we', 'left', 'St.', 'Louis', 'it', 'was', 'four', 'in', 'the\n']",MarkTwain
"['\n', ""'Well,"", ""Oliver,'"", 'said', 'Sowerberry,', 'as', 'they', 'walked', 'home,', ""'how"", 'do', 'you', 'like\n', ""it?'\n"", '\n', ""'Pretty"", 'well,', 'thank', 'you,', ""sir'"", 'replied', 'Oliver,', 'with', 'considerable\n', 'hesitation.']",CharlesDickens
"['run\n', 'across', 'a', 'camel-driver', 'with', 'a', 'hundred', 'camels,', 'and', 'asked', 'him', 'for', 'some\n', ""a'ms."", 'But', 'the', 'cameldriver', 'he', 'asked', 'to', 'be', 'excused.', 'The', 'dervish', 'said:\n']",MarkTwain
"['made', 'a', 'picture', 'in', 'the', 'moonlight', 'that', 'was', 'more', 'different', 'than', 'any', 'picture\n', 'I', 'ever', 'see.', 'We', 'had', 'a', 'line', 'out', 'and', 'made', 'fast', 'to']",MarkTwain
"['he', 'see', 'Tom', 'was', 'getting', 'pretty', 'tetchy:\n', '\n', 'ï¿½Mars', 'Tom,', 'what', 'is', 'a', 'metaphor?ï¿½\n', '\n', 'ï¿½A', ""metaphor's"", 'a--well,', ""it's"", 'a--a--a', ""metaphor's"", 'an', 'illustration.ï¿½', 'He', 'see\n']",MarkTwain
"['Oliver', 'had\n', 'been', 'stationed', 'by', 'Mr.', 'Bumble', 'in', 'front', 'of', 'the', 'desk.\n', '\n', ""'This"", 'is', 'the', 'boy,', 'your', ""worship,'"", 'said', 'Mr.', 'Bumble.\n', '\n', 'The', 'old']",CharlesDickens
"['he', 'was', 'asleep;', 'but', 'he\n', 'broke', 'loose', 'now,', 'and', 'he', 'was', 'mighty', 'bitter.', 'He', 'says', 'something', 'like', 'this:\n', '\n', 'ï¿½Idiots!', 'They', 'said', 'it', ""wouldn't"", 'go;']",MarkTwain
"[""haven't"", 'any', 'business', 'to', 'be', 'there', 'defiling', 'it.', ""It's"", 'a', 'shame,', 'and', 'we', 'ought\n', 'not', 'to', 'stand', 'it', 'a', 'minute.', 'We', 'ought', 'to', 'march', 'against']",MarkTwain
"['to', 'this', 'raving;', 'but', 'producing', 'a', 'tape\n', 'from', 'his', 'pocket,', 'knelt', 'down', 'for', 'a', 'moment', 'by', 'the', 'side', 'of', 'the', 'body.\n', '\n', ""'Ah!'"", 'said', 'the']",CharlesDickens
"['business:', ""that's"", 'all', 'it', 'is,', ""it's"", 'all\n', 'you', 'can', 'say', 'for', 'it;', 'but', 'this', 'is', 'higher,', 'this', 'is', 'religious,', 'and', 'totally\n', 'different.ï¿½\n', '\n', 'ï¿½Religious', 'to']",MarkTwain
"['all', 'the', 'sense', ""they've"", 'got.', 'All', 'they\n', 'can', 'see', 'is', 'SIZE.', 'Why,', 'look', 'at', 'England.', ""It's"", 'the', 'most', 'important', 'country\n', 'in', 'the', 'world;', 'and', 'yet']",MarkTwain
"['than\n', 'himself,', 'he', 'had', 'been', 'his', 'little', 'friend', 'and', 'playmate.', '', 'They', 'had', 'been\n', 'beaten,', 'and', 'starved,', 'and', 'shut', 'up', 'together,', 'many', 'and', 'many', 'a']",CharlesDickens
"['side;', 'but', 'I', 'was', 'hanging', 'there', 'helpless', 'and', ""couldn't\n"", 'climb,', 'and', 'that', 'made', 'me', 'feel', 'perfectly', 'wretched', 'and', 'miserable', 'all', 'down\n', 'the', 'other.', 'It', 'is']",MarkTwain
"['hind', 'leg', 'because', 'he', 'had', 'favored', 'that', 'foot', 'and', 'trod', 'light', 'on', 'it,\n', 'and', 'his', 'track', 'showed', 'it.', 'I', 'knowed', 'he', 'was', 'blind', 'on', 'his']",MarkTwain
"['was', 'gone!\n', '\n', ""Tom's"", 'eyes', 'took', 'a', 'spread,', 'and', 'he', 'says:\n', '\n', 'ï¿½Boys,', 'it', 'was', 'a', 'MYridge!ï¿½', 'Said', 'it', 'like', 'he', 'was', 'glad.', 'I', ""didn't""]",MarkTwain
"['in', 'a', 'very\n', 'low', 'voice,', 'and', 'kept', 'on', 'getting', 'creepier', 'and', 'lonesomer', 'and', 'less', 'and', 'less\n', 'talky,', 'till', 'at', 'last', 'the', 'talk', 'ran', 'dry', 'altogether,']",MarkTwain
"['event', 'should', 'take', 'place;', 'and', 'entered', 'upon', 'various', 'topics', 'of', 'petty\n', 'annoyance,', 'like', 'a', 'malicious', 'and', 'ill-conditioned', 'charity-boy', 'as', 'he', 'was.\n', 'But,', 'making', 'Oliver', 'cry,']",CharlesDickens
"['inducing', 'Oliver', 'to', 'take', 'upon', 'himself', 'the', 'office', 'of\n', 'respiration,--a', 'troublesome', 'practice,', 'but', 'one', 'which', 'custom', 'has', 'rendered\n', 'necessary', 'to', 'our', 'easy', 'existence;', 'and', 'for']",CharlesDickens
"['to', 'looking', 'like', 'ants', 'and', 'bugs\n', 'crawling', 'around,', 'and', 'the', 'streets', 'like', 'threads', 'and', 'cracks;', 'and', 'then', 'it\n', 'all', 'kind', 'of', 'melted', 'together,', 'and', 'there']",MarkTwain
"['you', ""give?'\n"", '\n', ""'I"", 'should', 'say,', 'three', 'pound', 'ten', 'was', ""plenty,'"", 'said', 'Mr.', 'Limbkins.\n', '\n', ""'Ten"", 'shillings', 'too', ""much,'"", 'said', 'the', 'gentleman', 'in', 'the', 'white']",CharlesDickens
"['so--you', ""can't"", 'deny', 'it.', 'We', 'all', 'seen', 'it,', 'en', 'dat\n', 'PROVE', 'it', 'was', 'dah.ï¿½\n', '\n', 'ï¿½Proves', 'it!', 'How', 'does', 'it', 'prove', 'it?ï¿½\n', '\n', 'ï¿½Same', 'way']",MarkTwain
"['dear', 'heart,', ""no!'"", 'interposed', 'the', 'nurse,', 'hastily\n', 'depositing', 'in', 'her', 'pocket', 'a', 'green', 'glass', 'bottle,', 'the', 'contents', 'of', 'which\n', 'she', 'had', 'been', 'tasting', 'in', 'a']",CharlesDickens
"['was', 'kind', ""o'"", 'gasping,', 'he', 'was', 'so', 'scared.', 'He', 'says:\n', '\n', 'ï¿½Oh,', 'Mars', 'Tom,', ""DON'T!"", 'Ef', 'you', 'teches', 'him,', ""we's"", ""gone--we's"", 'gone', ""sho'!\n"", 'I', ""ain't""]",MarkTwain
"['interposed', 'Mr.', 'Bumble:', 'with', 'a', 'gleam', 'of', 'pleasure', 'in', 'his\n', 'metallic', 'eyes.', ""'Not"", 'run', 'away;', 'he', ""hasn't"", 'run', 'away,', 'has', 'he,', ""Noah?'\n"", '\n', ""'No,"", 'sir,']",CharlesDickens
"['he', ""ain't"", 'got', 'none', 'of', 'his', 'own.', 'I', 'reckon\n', ""there's"", 'lots', 'of', 'people', 'like', 'that', 'dervish.', 'They', 'swindle,', 'right', 'and', 'left,\n', 'but', 'they', 'always', 'make']",MarkTwain
"[""'Are"", 'you', ""sure?'"", 'cried', 'the', 'Jew:', 'with', 'a', 'still', 'fiercer', 'look', 'than', 'before:\n', 'and', 'a', 'threatening', 'attitude.\n', '\n', ""'Upon"", 'my', 'word', 'I', 'was', 'not,', ""sir,'""]",CharlesDickens
"['night', 'closed', 'in', 'again.', 'His', 'feet', 'were', 'sore,', 'and', 'his\n', 'legs', 'so', 'weak', 'that', 'they', 'trembled', 'beneath', 'him.', '', 'Another', 'night', 'passed', 'in\n', 'the', 'bleak']",CharlesDickens
"['for', 'sivin', ""days!'"", 'said', 'the', 'young', 'gentleman.', '', ""'Oh,"", 'I', 'see.', ""Beak's\n"", 'order,', 'eh?', '', ""But,'"", 'he', 'added,', 'noticing', ""Oliver's"", 'look', 'of', 'surprise,', ""'I\n"", 'suppose']",CharlesDickens
"['drunken', 'soldier,', 'discharged', 'with', 'a', 'wooden', 'leg,', 'and', 'a', 'diurnal\n', 'pension', 'of', 'twopence-halfpenny', 'and', 'an', 'unstateable', 'fraction.', '', 'The\n', 'shop-boys', 'in', 'the', 'neighbourhood', 'had', 'long']",CharlesDickens
"['down', 'on', 'top', 'of', 'the', 'United', 'States,', 'it', 'would\n', 'cover', 'the', 'land', 'of', 'the', 'free', 'out', 'of', 'sight', 'like', 'a', 'blanket.', ""There'd"", 'be\n', 'a', 'little']",MarkTwain
"['and', 'skin', 'right', 'along', 'over', 'the', 'top', 'of', 'it.\n', 'Yes,', 'and', 'he', 'showed', 'Tom', 'how', 'to', 'land', 'her;', 'and', 'he', 'done', 'it', 'first-rate,', 'too,\n', 'and']",MarkTwain
"['York,', 'and', 'begun', 'to', 'jaw', 'and\n', 'dispute', 'about', 'it,', 'and,', 'first', 'we', 'knowed,', 'it', 'slid', 'from', 'under', 'us', 'and', 'went\n', 'flying', 'behind,', 'and', 'here', 'we']",MarkTwain
"['rather', 'as', 'Mr.', 'Bumble', 'threw', 'in', 'a', 'gentle', 'hint,', 'that', 'if', 'he', 'failed', 'in\n', 'either', 'particular,', 'there', 'was', 'no', 'telling', 'what', 'would', 'be', 'done', 'to']",CharlesDickens
"[""wouldn't"", ""'a'"", 'tuck', 'no', 'sich', 'resk.', 'But', 'some', 'people\n', ""ain't"", 'scared', ""o'"", ""nothin'."", 'Dey', 'bangs', 'right', 'ahead;', 'DEY', ""don't"", 'care', 'what\n', 'happens.', 'So', 'den', ""dey's""]",MarkTwain
"[""didn't"", 'say', 'nothing', 'at', 'all.\n', '\n', 'He', 'went', 'aft', 'and', 'set', 'down,', 'but', 'he', ""couldn't"", 'seem', 'to', 'git', 'that', 'thing', 'out', 'of\n', 'his', 'mind.', 'Every']",MarkTwain
"['very', 'much', 'to', 'the', 'amazement', 'of', 'Oliver,', 'who', 'saw', 'nothing', 'to\n', 'laugh', 'at,', 'in', 'anything', 'that', 'had', 'passed.\n', '\n', ""'And"", 'what', 'have', 'you', 'got,', 'my']",CharlesDickens
"['he', 'says:\n', '\n', 'ï¿½You', 'want', 'to', 'leave', 'me.', ""Don't"", 'try', 'to', 'deny', 'it.ï¿½\n', '\n', 'We', ""didn't"", 'know', 'what', 'to', 'say,', 'so', 'we', 'held', 'in', 'and']",MarkTwain
"['of', 'his', 'hat.\n', '\n', ""'Well,'"", 'said', 'the', 'Jew,', 'glancing', 'slyly', 'at', 'Oliver,', 'and', 'addressing', 'himself\n', 'to', 'the', 'Dodger,', ""'I"", 'hope', ""you've"", 'been', 'at', 'work', 'this']",CharlesDickens
"['person\n', ""that's"", 'been', 'shot', 'in', 'the', 'back', 'with', 'a', 'kag', 'of', 'nails.', 'All', 'he', 'said', 'was,\n', 'as', 'for', 'people', 'like', 'me', 'and', 'Jim,', ""he'd"", 'just']",MarkTwain
"['rag,', 'and', 'I', 'run', 'and', 'picked', 'him', 'up', 'and', 'he', 'was', 'dead,\n', 'and', 'his', 'body', 'was', 'warm', 'in', 'my', 'hand,', 'and', 'his', 'head', 'rolled', 'about']",MarkTwain
"['place', 'again.', '', 'He', 'wore', 'a', ""man's"", 'coat,', 'which\n', 'reached', 'nearly', 'to', 'his', 'heels.', '', 'He', 'had', 'turned', 'the', 'cuffs', 'back,', 'half-way', 'up\n', 'his', 'arm,']",CharlesDickens
"['performed', 'in\n', 'this', 'way.', 'The', 'merry', 'old', 'gentleman,', 'placing', 'a', 'snuff-box', 'in', 'one', 'pocket', 'of\n', 'his', 'trousers,', 'a', 'note-case', 'in', 'the', 'other,', 'and', 'a', 'watch']",CharlesDickens
"['ï¿½Mars', 'Tom,', 'who', 'put', 'de', 'people', 'out', 'yonder', 'in', 'St.', 'Louis?', 'De', 'Lord', 'done', 'it.\n', 'Who', 'put', 'de', 'people', 'here', 'whar', 'we', 'is?', 'De', 'Lord']",MarkTwain
"[""there's"", 'plenty', 'sand,', 'you', ""needn't"", 'worry.ï¿½\n', '\n', 'ï¿½Oh,', 'I', ""ain't"", ""a-worryin',"", 'Mars', 'Tom,', 'only', ""wonderin',"", ""dat's"", 'all.', 'De', ""Lord's\n"", 'got', 'plenty', ""san',"", 'I', ""ain't"", ""doubtin'""]",MarkTwain
"['please,', 'sir,', 'missis', 'wants', 'to', 'know\n', 'whether', 'Mr.', 'Bumble', 'can', 'spare', 'time', 'to', 'step', 'up', 'there,', 'directly,', 'and', 'flog\n', ""him--'cause"", ""master's"", ""out.'\n"", '\n', ""'Certainly,"", 'my']",CharlesDickens
"[""gradu'ly,"", 'on', 'account\n', 'of', 'other', 'things', 'turning', 'up', 'for', 'the', 'people', 'to', 'talk', 'about--first', 'a\n', 'horse-race,', 'and', 'on', 'top', 'of', 'that', 'a', 'house', 'afire,', 'and']",MarkTwain
"['one', 'side', 'and', 'honey', 'on', 'the', 'other?ï¿½\n', '\n', 'ï¿½Yes,', 'but', 'you', ""needn't"", 'go', 'into', 'no', 'more', ""details--that's"", 'the', 'one,', 'and', ""I'm\n"", 'in', 'a', 'hurry.', 'Where']",MarkTwain
"['he', 'may', 'go', 'without', ""'em."", '', 'I', 'dare\n', 'say', 'the', 'boy', ""isn't"", 'too', 'dainty', 'to', 'eat', ""'em--are"", 'you,', ""boy?'\n"", '\n', 'Oliver,', 'whose', 'eyes', 'had', 'glistened']",CharlesDickens
"['that', 'that', 'were', 'his', 'coffin,', 'and', 'that', 'he', 'could', 'be\n', 'lain', 'in', 'a', 'calm', 'and', 'lasting', 'sleep', 'in', 'the', 'churchyard', 'ground,', 'with', 'the\n', 'tall', 'grass']",CharlesDickens
"['life,', 'Huck!ï¿½\n', '\n', 'Oh,', 'and', ""didn't"", 'we!', 'We', 'never', 'stopped', 'for', 'clothes,', 'but', 'waltzed', 'up', 'the\n', 'ladder', 'just', 'so.', 'Jim', 'lost', 'his', 'head', 'straight', 'off--he']",MarkTwain
"['inside', 'through\n', 'the', 'windows,', 'and', 'he', 'was', 'in', 'awful', 'danger;', 'but', 'the', 'more', 'they', 'all', 'shouted\n', 'the', 'more', 'the', 'nigger', 'whooped', 'and', 'yelled', 'and', 'lashed']",MarkTwain
"['him', 'well,\n', 'and', 'feed', 'him,', 'and', 'do', 'all', 'that', 'sort', 'of', 'thing,', 'will', ""you?'"", 'said', 'the', 'old\n', 'gentleman.\n', '\n', ""'When"", 'I', 'says', 'I', 'will,', 'I']",CharlesDickens
"['the', 'room,', 'and,', 'amidst', 'the', 'jeers', 'and', 'pointings', 'of\n', 'Noah', 'and', 'Charlotte,', 'ordered', 'him', 'upstairs', 'to', 'his', 'dismal', 'bed.\n', '\n', 'It', 'was', 'not', 'until', 'he']",CharlesDickens
"['had,', 'that', 'being', 'comprised', 'within', 'a', 'couple', 'of\n', 'pages,', 'they', 'would', 'have', 'possessed', 'the', 'inestimable', 'merit', 'of', 'being', 'the\n', 'most', 'concise', 'and', 'faithful', 'specimen', 'of']",CharlesDickens
"['the', 'kitchen\n', 'by', 'a', 'side-door,', 'while', 'the', 'latter', 'paused', 'on', 'the', 'staircase', 'till', 'she', 'was\n', 'quite', 'certain', 'that', 'it', 'was', 'consistent', 'with', 'the', 'preservation', 'of']",CharlesDickens
"['like', 'a', 'man', 'laying', 'on', 'top', 'of\n', 'the', 'mound', 'that', 'raised', 'his', 'head', 'up', 'every', 'now', 'and', 'then,', 'and', 'seemed', 'to', 'be\n', 'watching', 'the', 'caravan']",MarkTwain
"['desert?ï¿½\n', '\n', 'ï¿½Well,', 'go', 'on.', 'How', 'DID', 'He', 'come', 'to', 'make', 'it?ï¿½\n', '\n', 'ï¿½Mars', 'Tom,', 'I', ""b'lieve"", 'it', 'uz', 'jes', 'like', 'when', ""you's"", ""buildin'"", 'a']",MarkTwain
"['say', 'de', 'burnt', 'chile', 'shun', 'de', 'fire.ï¿½\n', '\n', 'ï¿½Well,', 'I', ""ain't"", 'denying', 'that', 'a', ""thing's"", 'a', 'lesson', 'if', ""it's"", 'a', 'thing', 'that', 'can\n', 'happen', 'twice']",MarkTwain
"['that', 'it', 'was', 'as', 'much', 'as', 'a', 'person', 'could', 'do\n', 'not', 'to', 'see', 'THEIR', 'side', 'of', 'the', 'matter.\n', '\n', '\n', '\n', 'CHAPTER', 'VI.', ""IT'S"", 'A']",MarkTwain
