text,Author_num
"['as', 'our', 'eyes\nmet.', 'I', 'would', 'gladly', 'have', 'given', 'half', 'my', 'fortune', 'to', 'blot', 'out', 'the', 'past', 'few\nminutes.\n\n""Is', 'this', 'the', 'courtesy', 'of', 'Bohemia?""', 'asked', 'Mr.', 'Spence,', 'breaking', 'the\nsilence', 'that', 'followed.', 'He', 'was', 'pale,', 'and', 'his', 'lips', 'were', 'set,', 'and', 'there', 'had\nnever', 'seemed', 'to', 'me', 'so', 'little', 'difference', 'in', 'stature', 'between', 'him']",8
"['milk-bushes', 'that', 'dotted', 'the', 'roadside,', 'the', 'German', 'caught\nsight', 'of', 'a', 'Kaffer', 'woman,', 'seated', 'there', 'evidently', 'for', 'such', 'shadow', 'as', 'the\nmilk-bush', 'might', 'afford', 'from', 'the', 'sloping', 'rays', 'of', 'the', 'sun.\n\nThe', 'German', 'turned', 'the', 'horse’s', 'head', 'out', 'of', 'the', 'road.', 'It', 'was', 'not', 'his', 'way\nto', 'pass', 'a', 'living', 'creature', 'without', 'a', 'word']",0
"['tell', 'thee!\nBut', 'each', 'particular', 'word', 'of', 'this', 'black', 'mission\nIs', 'like', 'a', 'knife', 'thrust', 'in', 'between', 'my', 'teeth.\n\n_Sir', 'Alex_.--Torture', 'me', 'not,', 'my', 'lord,', 'but', 'speak', 'the', 'worst;\nMy', 'ears', 'can', 'hear--my', 'heart', 'can', 'hold', 'no', 'more!\n\n_Enter_', 'LADY', 'SETON.\n\n_Percy_.--Hear', 'them', 'in', 'as', 'few', 'words', 'as', 'I', 'can', 'tell', 'it:\nEdward', 'hath', 'sworn,', 'and', 'he']",7
"['weight.\n\nJoe', 'Gaines,', 'who', 'was', 'as', 'short', 'and', 'skinny', 'and', 'dark-haired', 'as', 'his\ncolleague', 'was', 'tall', 'and', 'heavily', 'muscled', 'and', 'blond,', 'shuddered', 'at', 'the\nsound.', 'Sokolski', 'grinned', 'wickedly', 'at', 'his', 'flinching.\n\n""Check-up', 'time,', 'I', 'suppose,""', 'muttered', 'Gaines', 'without', 'looking', 'up', 'from\nthe', 'magazine', 'he', 'held', 'propped', 'on', 'his', 'knees.', 'He', 'finished', 'the', 'paragraph,\nsnapped', 'the', 'magazine']",2
"['tomorrow!”\n\n“Then', 'when', 'may', 'I?”\n\n“Later', '...', 'in', 'a', 'little', 'while', '...', 'a', 'few', 'days...”\n\n“In', 'how', 'many', 'days?”', '“Owen!”', 'his', 'step-mother', 'interposed;', 'but', 'he', 'seemed\nno', 'longer', 'aware', 'of', 'her.', '“If', 'you', 'go', 'away', 'today,', 'the', 'day', 'that', 'our\nengagement’s', 'made', 'known,', 'it’s', 'only', 'fair,”', 'he', 'persisted,', '“that', 'you', 'should\ntell', 'me', 'when', 'I', 'am']",3
"['a', 'few', 'moments', 'the', 'boy,', 'lying', 'in', 'the', 'wagon,', 'heard', 'stealthy\nfootsteps', 'as', 'they', 'passed', 'the', 'wagon-house', 'and', 'made', 'their', 'way', 'down', 'the\nroad.', 'He', 'listened', 'as', 'they', 'grew', 'fainter', 'and', 'fainter,', 'and', 'at', 'last', 'died\naway', 'altogether,', 'and', 'from', 'that', 'night', 'the', 'footstep', 'of', 'Bonaparte', 'Blenkins\nwas', 'heard', 'no', 'more', 'at', 'the', 'old']",0
"['old', 'life,', 'and', 'from', 'his', 'height', 'he', 'looked', 'down', 'on', 'them', 'pityingly.\nSo', 'they', 'would', 'keep', 'on', 'crowing,', 'and', 'coming', 'to', 'light', 'fires,', 'when', 'for', 'him\nthat', 'old', 'colourless', 'existence', 'was', 'but', 'a', 'dream.\n\nHe', 'went', 'into', 'the', 'house', 'to', 'say', 'good-bye', 'to', 'Em,', 'and', 'then', 'he', 'walked', 'to', 'the\ndoor', 'of', 'Lyndall’s', 'room']",0
"['“Thank', 'you--thank', 'you', 'most', 'awfully', 'for\ntelling', 'me!', 'And', 'for', 'all', 'your', 'other', 'kind', 'intentions!', 'The', 'plan’s\ndelightful--really', 'quite', 'delightful,', 'and', 'I’m', 'extremely', 'flattered', 'and\nobliged.”\n\nShe', 'dropped', 'into', 'a', 'seat', 'beside', 'her', 'dressing-table,', 'resting', 'her', 'chin', 'on\nher', 'lifted', 'hands,', 'and', 'laughing', 'out', 'at', 'him', 'under', 'the', 'elf-lock', 'which', 'had\nshaken', 'itself', 'down', 'over', 'her']",3
"['she', 'said,', '“I', 'cannot', 'see', 'it;”', 'and', 'she', 'lay', 'watching', 'the\nclothes,', 'with', 'her', 'hand', 'under', 'her', 'cheek.\n\n“Now', 'open', 'the', 'shutter', 'wide,”', 'she', 'said;', '“I', 'am', 'going', 'to', 'read.”\n\nThe', 'old,', 'old', 'tone', 'was', 'again', 'in', 'the', 'sweet', 'voice.', 'He', 'obeyed', 'her;', 'and\nopened', 'the', 'shutter,', 'and', 'raised', 'her', 'up', 'among', 'the', 'pillows.\n\n“Now']",0
"['has', 'worked', 'hard', 'all', 'his', 'days', 'and', 'gets', 'to', 'be\nsixty-five', 'years', 'old,', 'the', 'machine', 'does', 'not', 'run', 'so', 'smoothly', 'as', 'it', 'used.\nThat', 'is', 'all.', 'Some', 'day', 'it', 'will', 'stop', 'all', 'of', 'a', 'sudden,', 'just', 'as', 'it', 'did', 'in', ""my\nfather's"", 'case.', 'He', 'was', 'worn', 'out', 'when', 'he', 'died;', 'and', 'that', 'is']",8
"['into', 'the', 'pools.', 'At\nthe', 'end', 'of', 'the', 'first', 'fortnight,', 'after', 'watering', 'fifty-eight', 'herds,', 'nearly\nhalf', 'the', 'original', 'quantity', 'of', 'water', 'was', 'still', 'in', 'reserve.\n\nA', 'third', 'week', 'passed.', 'There', 'was', 'a', 'decided', 'falling', 'off', 'in', 'the', 'arrival', 'of\nherds,', 'only', 'twenty-two', 'crossing', 'the', 'Beaver.', 'The', 'water', 'reserves', 'suffered\nfreely,', 'more', 'from', 'the', ""sun's"", 'absorption']",1
"['I', 'shall', 'die!', 'You,', 'Bonaparte,', 'are', 'the', 'funniest', 'man', 'I', 'ever', 'saw.”\n\nBonaparte', 'Blenkins', 'was', 'now', 'carefully', 'inspecting', 'the', 'volume', 'he', 'had', 'picked\nup.', 'Among', 'the', 'subjects', 'on', 'which', 'the', 'darkness', 'of', 'his', 'understanding', 'had\nbeen', 'enlightened', 'during', 'his', 'youth,', 'Political', 'Economy', 'had', 'not', 'been', 'one.\nHe', 'was', 'not,', 'therefore,', 'very', 'clear', 'as', 'to']",0
"['like', 'Dodge', 'City', 'and', 'Ogalalla', 'are\nunknown.', 'They', 'were', 'the', 'product', 'of', 'all', 'pastoral', 'ages,', 'reaching', 'a', 'climax\non', 'American', 'soil,', 'and', 'not', 'of', 'record', 'in', 'any', 'other', 'country', 'or', 'time.', 'Joel\nlet', 'little', 'escape', 'him.', 'Here', 'men', 'bought', 'and', 'sold', 'by', 'the', 'thousand', 'head,', 'in\nhis', 'day', 'and', 'generation,', 'and', 'he', 'was', 'a']",1
"['can', 'but', 'see\nhis', 'Ambulinia,', 'he', 'can', 'open', 'to', 'her', 'view', 'the', 'bloody', 'altars', 'that', 'have\nbeen', 'misrepresented', 'to', 'stigmatize', 'his', 'name.', 'He', 'knows', 'that', 'her', 'breast', 'is\ntransfixed', 'with', 'the', 'sword', 'of', 'reason,', 'and', 'ready', 'at', 'all', 'times', 'to', 'detect\nthe', 'hidden', 'villainy', 'of', 'her', 'enemies.', 'He', 'resolves', 'to', 'see', 'her', 'in', 'her']",5
"['dug-out.\n\nBreathless', 'and', 'gasping,', 'Dell', 'and', 'Joel', 'each', 'grasped', 'a', 'repeating', 'rifle,\nwhile', 'Sargent,', 'in', 'the', 'excitement', 'of', 'the', 'moment,', 'unable', 'to', 'unearth', 'the\nstory,', 'buckled', 'on', 'a', 'six-shooter.', 'The', 'first', 'reconnoitre', 'revealed', 'the\nIndians', 'halted', 'some', 'two', 'hundred', 'yards', 'distant,', 'and', 'parleying', 'among\nthemselves.', 'At', 'a', 'first', 'glance,', 'the', 'latter', 'seemed', 'to', 'be', 'unarmed,']",1
"['eyes', 'fell\nas', 'they', 'encountered', 'his.\n\nWe', 'did', 'not', 'meet', 'again,', 'much', 'to', 'my', 'relief,', 'before', 'I', 'left', 'town.', 'I', 'was', 'in\nan', 'harassing', 'state', 'of', 'mind,', 'and', 'happiness', 'alternated', 'in', 'my', 'thoughts', 'with\ndespair.', 'For', 'a', 'terrible', 'secret', 'had', 'dawned', 'upon', 'me,--terrible,', 'because', 'I\nforesaw', 'the', 'painful', 'consequences', 'which', 'would', 'result', 'therefrom.', 'I', 'loved\nRoger']",8
"['do.', 'I', 'only', 'want', 'a', 'chance.""\n\nHe', 'looked', 'at', 'me', 'with', 'a', 'closer', 'interest.', 'Of', 'course', 'my', 'voice', 'and', 'my\nfeatures,', 'after', 'the', 'first', 'impression', 'produced', 'by', 'my', 'needy', 'dress,', 'must\nhave', 'puzzled', 'an', 'observer', 'so', 'intelligent', 'as', 'Mr.', 'Prime.\n\n""I', 'believe', 'the', ""girl's"", 'story,""', 'he', 'said', 'to', 'the', 'policeman.', '""I', 'feel', 'sure', 'she\nis']",8
"['bride', 'to', 'be.\nLeave', 'me!', 'oh', 'leave', 'me!', 'flit', 'away,\nAnd', 'give', 'me', 'peace', 'to', 'weep', 'and', 'pray.""\n\nNow', 'something', 'touched', 'Maid', ""Marion's"", 'arm,\nShe', 'felt', 'the', 'touch', 'both', 'kind', 'and', 'warm;\nThe', 'spirit', 'took', 'her', 'by', 'the', 'hand,\nShe', 'felt', 'the', 'touch', 'both', 'kind', 'and', 'bland.\nThe', 'spirit', 'kissed', 'Maid', ""Marion's"", ""mou',\nOh!"", 'how', 'it', 'thrilled', 'her']",7
"['corner', 'close', 'to', 'me;', 'then,', 'whenever', 'we', 'want,\nwe', 'can', 'do', 'a', 'bit', 'of', 'whispering.""\n\n""You', ""won't"", 'whisper', 'more', 'than', 'your', 'share,""', 'said', 'Jackdaw.', '""I\'ve', 'a\nfrightful', 'lot', 'to', 'say', 'to', 'Mags', 'this', 'morning.""\n\n""Hush,', 'boys!""', 'said', 'Maggie;', '""if', 'you', 'quarrel', 'about', 'me', 'I', 'shall', 'not', 'speak\nto', 'either', 'of', 'you.""\n\nThis', 'threat', 'was', 'so', 'awful']",4
"['later', 'life', 'in', 'America;', 'and', 'his', 'chief\n', '', '', '', 'works', 'and', 'their', 'motives', 'and', 'origins.\n\n', '', '', '', '""It', 'increases', 'my', 'admiration', 'for', 'the', 'character', 'of', 'Hawthorne', 'and\n', '', '', '', 'my', 'respect', 'for', 'his', 'genius', 'as', 'an', 'author.""--_R.', 'H.', 'Stoddard,', 'in\n', '', '', '', 'The', 'Critic._\n\n', '', '']",8
"['ever', 'known:\nricher,', 'deeper,', 'more', 'complete.', 'For', 'the', 'first', 'time', 'everything', 'in', 'her,\nfrom', 'head', 'to', 'foot,', 'seemed', 'to', 'be', 'feeding', 'the', 'same', 'full', 'current', 'of\nsensation.\n\nShe', 'took', 'off', 'her', 'hat', 'and', 'went', 'to', 'the', 'dressing-table', 'to', 'smooth', 'her', 'hair.\nThe', 'pressure', 'of', 'the', 'hat', 'had', 'flattened', 'the', 'dark', 'strands', 'on', 'her', 'forehead;\nher', 'face']",3
"['kopje.', 'He', 'had', 'told', 'it', 'now!\n\n“I', 'love', 'Jesus', 'Christ,', 'but', 'I', 'hate', 'God.”\n\nThe', 'wind', 'carried', 'away', 'that', 'sound', 'as', 'it', 'had', 'done', 'the', 'first.', 'Then', 'he', 'got\nup', 'and', 'buttoned', 'his', 'old', 'coat', 'about', 'him.', 'He', 'knew', 'he', 'was', 'certainly', 'lost\nnow;', 'he', 'did', 'not', 'care.', 'If', 'half', 'the', 'world', 'were', 'to']",0
"['this', 'to', 'justify', 'myself.', 'I’m', 'simply', 'trying', 'to', 'make', 'you', 'understand.\nI', 'felt', 'hurt', 'and', 'bitter', 'and', 'bewildered.', 'I', 'thought', 'you', 'meant', 'to', 'give', 'me\nup.', 'And', 'suddenly,', 'in', 'my', 'way,', 'I', 'found', 'some', 'one', 'to', 'be', 'sorry', 'for,', 'to', 'be\nof', 'use', 'to.', 'That,', 'I', 'swear', 'to', 'you,', 'was', 'the', 'way', 'it']",3
"['to', 'enjoy', 'some', 'of', 'her', ""aunt's"", 'nice', 'food.\n\nBy-and-by', 'Lady', 'Lysle,', 'looking', 'slim', 'and', 'beautiful,', 'wearing', 'her', 'becoming\nsables', 'and', 'her', 'toque', 'with', 'its', 'long', 'black', 'ostrich', 'plume,', 'appeared', 'on\nthe', 'scene,', 'and', 'a', 'minute', 'later', 'Davidson', 'announced', 'that', 'the', 'carriage', 'was\nat', 'the', 'door.\n\nThe', 'two', 'ladies', 'stepped', 'in,', 'Aneta', 'giving', 'very', 'careful', 'directions']",4
"['not', 'take', 'you', 'to', 'the', 'house.', 'Questions', 'would', 'be', 'asked', 'which', 'I\ncould', 'not', 'answer', 'without', 'prevarication.”\n\n“Your', 'conscience', 'is', 'growing', 'to', 'have', 'a', 'certain', 'virgin', 'tenderness,”', 'he\nsaid,', 'in', 'a', 'low,', 'melodious', 'voice.\n\n“I', 'have', 'no', 'conscience.', 'I', 'spoke', 'one', 'deliberate', 'lie', 'this', 'evening.', 'I', 'said\nthe', 'man', 'who', 'had', 'come', 'looked', 'rough,', 'we']",0
"['up', 'the', 'corral', 'and', 'threw', 'fancy', 'shadows', 'on', 'the', 'combing\nsnow', 'which', 'formed', 'the', 'upper', 'rim.', 'The', 'night', 'was', 'crimping', 'cold,', 'and', 'at', 'a\nlate', 'hour', 'the', 'boys', 'replenished', 'the', 'fire', 'and', 'returned', 'home.', 'But', 'as', 'they\ndismounted', 'at', 'the', 'stable,', 'the', 'hunting', 'cry', 'of', 'a', 'wolf', 'pack', 'was', 'wafted', 'down\nthe', 'valley', 'on']",1
"['a', 'man!', 'She', 'looked', 'about', 'among', 'the', 'old', 'familiar', 'objects;', 'all\nwas', 'there,', 'but', 'the', 'old', 'self', 'was', 'gone.\n\n“What', 'are', 'you', 'noticing?”', 'asked', 'Em.\n\n“Nothing', 'and', 'everything.', 'I', 'thought', 'the', 'windows', 'were', 'higher.', 'If', 'I', 'were\nyou,', 'when', 'I', 'get', 'this', 'place', 'I', 'should', 'raise', 'the', 'walls.', 'There', 'is', 'not', 'room\nto', 'breathe', 'here.']",0
"['sometimes,', 'she', 'thought--the', 'lady.\nShe', 'had', 'seen', 'everything', 'when', 'she', 'went', 'in', 'to', 'wait.', 'One', 'day', 'the', 'gentleman\ntouched', 'her', 'hair;', 'she', 'drew', 'back', 'from', 'him', 'as', 'though', 'his', 'fingers', 'poisoned\nher.', 'Went', 'to', 'the', 'other', 'end', 'of', 'the', 'room', 'if', 'he', 'came', 'to', 'sit', 'near', 'her.\nWalked', 'out', 'alone.', 'Cold', 'wife', 'for', 'such']",0
"['according', 'to', 'two', 'methods.', 'There', 'is', 'the', 'stage\nmethod.', 'According', 'to', 'that', 'each', 'character', 'is', 'duly', 'marshalled', 'at', 'first,\nand', 'ticketed;', 'we', 'know', 'with', 'an', 'immutable', 'certainty', 'that', 'at', 'the', 'right\ncrises', 'each', 'one', 'will', 'reappear', 'and', 'act', 'his', 'part,', 'and,', 'when', 'the', 'curtain\nfalls,', 'all', 'will', 'stand', 'before', 'it', 'bowing.', 'There', 'is', 'a']",0
"['led', 'her', 'girls', 'with', 'such', 'gentle,', 'silken\ncords,', 'was', 'her', 'power', 'of', 'entering', 'into', 'their', 'pleasures.', 'She', 'used', 'to\nconfess', 'with', 'a', 'smile', 'that', 'she', 'was', 'like', 'a', 'child', 'herself', 'over', 'an\nunopened', 'parcel;', 'and', 'when', 'Miss', 'Johnson', 'appeared', 'with', 'the', 'information\nthat', 'the', 'box', 'was', 'large', 'and', 'cumbersome,', 'Mrs.', 'Ward', 'still', 'gave', 'directions\nthat']",4
"['to', 'listen', 'to', 'us.', ""We'll"", 'never,\nnever', 'know', 'the', 'world', 'the', 'way', 'the', 'others', 'know', 'it.', 'There', 'seems', 'very\nlittle', 'use', 'in', 'being', 'rich', 'when', 'one', ""can't"", 'get', 'education.""\n\nIt', 'was', 'just', 'at', 'that', 'moment', 'that', 'there', 'came', 'a', 'light', 'tap', 'at', 'the', ""girls'\ndoor."", 'Before', 'they', 'could', 'reply,', 'it', 'was', 'opened', 'and', 'Mrs.']",4
"['could', 'deceive', 'the', 'expert', 'he', 'was', 'trying', 'to', 'placate.\nHe', 'said:\n\n“I', ""didn't"", 'mean', 'so', 'bad', 'as', 'that,', 'Aleck;', 'I', ""didn't"", 'really', 'mean', 'immoral\npiety,', 'I', 'only', 'meant--meant--well,', 'conventional', 'piety,', 'you', 'know;', 'er--shop\npiety;', 'the--the--why,', '_you', '_know', 'what', 'I', 'mean.', 'Aleck--the--well,', 'where\nyou', 'put', 'up', 'that', 'plated', 'article', 'and', 'play', 'it', 'for', 'solid,', 'you', 'know,']",5
"['', '', '', '', '', '207\n\n', '', '', 'GLOSSARY,......................................', '', '', '', '', '', '', '', '', '', '', '', '211\n\n', '', '', 'GENERAL', 'INDEX,.................................', '', '', '', '', '', '', '', '', '', '', '', ""251\n\n\n\n\nWILSON'S"", 'TALES', 'OF', 'THE', 'BORDERS,', 'AND', 'OF', 'SCOTLAND.\n\n\nTHE', ""MINSTREL'S"", 'TALES.\n\n\n\n\nI.\n\nEDMUND', 'AND', 'HELEN.\n\n\n\nCANTO', 'FIRST.\n\nCome,', 'sit']",7
"[""isn't"", 'an', 'hour', 'since', 'you', 'said', 'she', 'was', 'as', 'sound', 'as', 'a\nnut.”\n\nThe', 'doctor', 'answered,', 'tranquilly:\n\n“It', 'was', 'a', 'lie.”\n\nThe', 'ladies', 'turned', 'upon', 'him', 'indignantly,', 'and', 'Hannah', 'said:\n\n“How', 'can', 'you', 'make', 'an', 'odious', 'confession', 'like', 'that,', 'in', 'so', 'indifferent', 'a\ntone,', 'when', 'you', 'know', 'how', 'we', 'feel', 'about', 'all', 'forms', 'of--”\n\n“Hush!', 'You', 'are']",5
"['made', 'us', 'both', 'start', 'up', 'and', 'look\nat', 'each', 'other.\n\n""\'Wot\'s', ""that?'"", 'she', 'ses,', 'listening.\n\n""\'It', ""sounded,'"", 'I', 'ses', ""'it"", 'sounded', 'like', 'somebody', 'locking', 'the', 'door.\'\n\n""I', 'went', 'to', 'the', 'door', 'to', 'try', 'it', 'just', 'as', 'somebody', 'dashed', 'past', 'the', 'window\nwith', 'their', ""'ead"", 'down.', '', 'It', 'was', 'locked', 'fast,', 'and', 'arter', 'I', 'had', ""'ad""]",9
"['the', 'finer', 'emotions', 'of', 'the', 'heart,\nwhich', 'is', 'tantamount', 'to', 'courtship;', 'but,', 'ah!', 'how', 'often', 'are', 'they', 'deceived,\nwhen', 'they', 'come', 'to', 'test', 'the', 'weight', 'of', 'sunbeams', 'with', 'those', 'on', 'whose\nstrength', 'hangs', 'the', 'future', 'happiness', 'of', 'an', 'untried', 'life.”\n\nThe', 'people', 'were', 'now', 'rushing', 'to', 'the', 'Academy', 'with', 'impatient', 'anxiety;', 'the\nband', 'of', 'music']",5
"['and', 'his', 'cattle', 'made\nwelcome', 'and', 'sped', 'on', 'their', 'way.', 'During', 'the', 'lay-over,', 'Straw', 'had', 'lost', 'his\nplace', 'in', 'the', 'overland', 'march,', 'two', 'herds', 'having', 'passed', 'him', 'and', 'crossed\nthe', 'Beaver.\n\n""I\'m', 'corporal', 'here', 'to-day,""', 'said', 'Straw', 'to', 'the', 'two', 'foremen,', 'who', 'arrived\ntogether', 'in', 'advance.', '""On', 'this', 'water,', ""I'm"", 'the', 'squatter', ""that'll"", 'rob', 'you\nright.']",1
"['reflection', 'not', 'to', 'appear', 'offended', 'when', 'we', 'met\nagain,', 'and', 'she', 'on', 'her', 'part', 'greeted', 'me', 'with', 'effusive', 'warmth', 'and', 'a', 'little\ndeprecatory', 'look,', 'as', 'if', 'to', 'say,', '""You', 'will', 'excuse', 'me,', 'I', 'am', 'sure,', 'for', 'what\nI', 'said', 'to', 'your', 'aunt.', 'It', 'was', 'for', 'your', 'good,', 'or', 'I', 'should', 'never', 'have\nspoken.""', 'Subsequently,']",8
"['bared,', 'trails', 'were', 'beaten\nout', 'to', 'every', 'foot', 'of', 'open', 'ground,', 'and', 'by', 'the', 'middle', 'of', 'the', 'afternoon\nfully', 'a', 'thousand', 'acres', 'lay', 'bare,', 'inviting', 'the', 'herd', 'to', 'feast', 'to', ""its\nheart's"", 'content.', 'But', 'a', 'night', 'on', 'their', 'feet', 'had', 'tired', 'out', 'the', 'cattle,', 'and\nit', 'was', 'with', 'difficulty', 'that', 'they', 'were', 'prevented', 'from']",1
"['few', 'minutes', 'later,', '""coon-skin\nmeasurement.', ""You'll"", 'need', 'twenty', 'heavy', 'posts', 'and', 'one', 'hundred', 'stays.', ""I'll\nbring"", 'you', 'a', 'roll', 'of', 'wire.', 'That', ""water's"", 'everything;', 'a', 'thirsty', 'cow', 'chills\neasily.', 'Given', 'a', 'dry', 'bed', 'and', 'contented', 'stomach,', 'in', 'this', 'corral', 'your', 'herd\ncan', 'laugh', 'at', 'any', 'storm.', ""It's"", 'almost', 'ready', 'made,', 'and', ""there's"", 'nothing\nniggardly', 'about']",1
"['to', 'be', 'very', 'well', 'educated,', ""wouldn't"", 'you?""\nsaid', 'Maggie.\n\n""Certainly;', 'but', 'I', 'suppose', 'we', 'are--that', 'is,', 'after', 'a', 'fashion.""\n\n""Yes,""', 'said', 'Maggie,', '""after', 'a', 'fashion,', 'doubtless;', 'but', 'you', 'will', 'go', 'into\nsociety', 'by-and-by,', 'and', ""you'll"", 'find--well,', 'that', 'home', 'education', 'leaves\nout', 'a', 'great', 'many', 'points', 'of', 'knowledge', 'which', 'cannot', 'possibly', 'be', 'attained\nexcept', 'by', 'mixing', 'with']",4
